,X,Accn,Super.Group,Organism_Taxonomic_ID,Organism.Name,SIN1,RICTOR,RAPTOR,TOR,LST8,D1,M.Strategy,C.score,Frag.score,Class.name,Phylum.name,Order.name,Family.name,Genus.name,Source,Has_Rictor
254,80,GCA_009792415.2,Alveolata,515981,Cryptosporidium ryanae,NA,NA,NA,H,NA,NA,Parasite,94.62,1,Conoidasida,Apicomplexa,Eucoccidiorida,Cryptosporidiidae,Cryptosporidium,NCBI,No
255,81,GCA_013099955.1,Alveolata,5811,Toxoplasma gondii,NA,NA,NA,H,L,NA,Parasite,100,0,Conoidasida,Apicomplexa,Eucoccidiorida,Sarcocystidae,Toxoplasma,NCBI,No
256,82,GCA_014529505.1,Alveolata,83540,Cryptosporidium felis,NA,NA,NA,H,NA,NA,Parasite,91.04,2.19,Conoidasida,Apicomplexa,Eucoccidiorida,Cryptosporidiidae,Cryptosporidium,NCBI,No
257,83,GCA_015476325.1,Alveolata,476202,Cardiosporidium cionae,NA,NA,NA,M,M,NA,Parasite,59.21,3.7,Aconoidasida,Apicomplexa,Nephromycida,NA,Cardiosporidium,NCBI,No
258,84,GCA_019968955.1,Alveolata,2853593,Porospora cf. gigantea A,NA,NA,NA,M,NA,NA,Parasite,71.71,1.79,Conoidasida,Apicomplexa,Eugregarinorida,Porosporidae,Porospora,NCBI,No
259,85,GCA_023705535.2,Alveolata,5869,Babesia ovis,NA,NA,NA,H,NA,NA,Parasite,90.04,2.38,Aconoidasida,Apicomplexa,Piroplasmida,Babesiidae,Babesia,NCBI,No
260,86,GCA_023973825.1,Alveolata,5824,Plasmodium brasilianum,NA,NA,NA,NA,NA,NA,Parasite,89.07,1.78,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
261,87,GCA_024862765.1,Alveolata,5871,Babesia caballi,NA,NA,NA,NA,NA,NA,Parasite,79.03,5.9,Aconoidasida,Apicomplexa,Piroplasmida,Babesiidae,Babesia,NCBI,No
262,88,GCA_027243965.1,Alveolata,195482,Cryptosporidium canis,NA,NA,NA,H,NA,NA,Parasite,93.03,2.19,Conoidasida,Apicomplexa,Eucoccidiorida,Cryptosporidiidae,Cryptosporidium,NCBI,No
263,89,GCA_028658345.1,Alveolata,323732,Babesia duncani,NA,NA,NA,H,NA,NA,Parasite,76.21,5.29,Aconoidasida,Apicomplexa,Piroplasmida,Babesiidae,Babesia,NCBI,No
264,90,GCA_030849525.1,Alveolata,33632,Babesia gibsoni,NA,NA,NA,H,NA,NA,Parasite,94.19,1.15,Aconoidasida,Apicomplexa,Piroplasmida,Babesiidae,Babesia,NCBI,No
265,91,GCA_031892065.1,Alveolata,2138604,Cryptosporidium sp. 43IA8,NA,NA,NA,H,NA,NA,Parasite,98.21,0.8,Conoidasida,Apicomplexa,Eucoccidiorida,Cryptosporidiidae,Cryptosporidium,NCBI,No
266,92,GCA_037039495.1,Alveolata,659607,Cryptosporidium xiaoi,NA,NA,NA,H,NA,NA,Parasite,96.22,0.2,Conoidasida,Apicomplexa,Eucoccidiorida,Cryptosporidiidae,Cryptosporidium,NCBI,No
267,93,GCA_900002335.2,Alveolata,31271,Plasmodium chabaudi chabaudi,NA,NA,NA,NA,NA,NA,Parasite,99.2,0,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
268,94,GCA_900002375.2,Alveolata,5823,Plasmodium berghei ANKA,NA,NA,NA,NA,NA,NA,Parasite,99.07,0.03,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
269,95,GCA_900002385.2,Alveolata,5861,Plasmodium yoelii,NA,NA,NA,NA,NA,NA,Parasite,98.98,0.05,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
270,96,GCA_900005765.1,Alveolata,85471,Plasmodium relictum,NA,NA,NA,NA,NA,NA,Parasite,98.82,0.11,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
271,97,GCA_900005855.1,Alveolata,5849,Plasmodium gallinaceum,NA,NA,NA,NA,NA,NA,Parasite,98.46,0.38,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
272,98,GCA_900044335.1,Alveolata,5821,Plasmodium berghei,NA,NA,NA,NA,NA,NA,Parasite,98.3,0.16,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
273,99,GCA_900088485.1,Alveolata,864142,Plasmodium ovale wallikeri,NA,NA,NA,NA,NA,NA,Parasite,80.89,5.35,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
274,100,GCA_900088555.1,Alveolata,864141,Plasmodium ovale curtisi,NA,NA,NA,NA,NA,NA,Parasite,84.02,3.98,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
275,101,GCA_900088575.1,Alveolata,5858,Plasmodium malariae,NA,NA,NA,NA,NA,NA,Parasite,77.68,6.59,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
276,102,GCA_900090025.2,Alveolata,36330,Plasmodium ovale,NA,NA,NA,NA,NA,NA,Parasite,88.3,1.46,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
277,103,GCA_900095565.1,Alveolata,5826,Plasmodium chabaudi adami,NA,NA,NA,NA,NA,NA,Parasite,98.11,0.03,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
278,104,GCA_900095595.1,Alveolata,880534,Plasmodium sp. gorilla clade G1,NA,NA,NA,NA,NA,NA,Parasite,98.63,0.14,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
279,105,GCA_900097015.1,Alveolata,880535,Plasmodium sp. gorilla clade G2,NA,NA,NA,NA,NA,NA,Parasite,98.98,0.05,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
280,106,GCA_900097035.1,Alveolata,880536,Plasmodium sp. gorilla clade G3,NA,NA,NA,NA,NA,NA,Parasite,97.2,0.6,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
281,107,GCA_900240055.1,Alveolata,720590,Plasmodium sp. DRC-Itaito,NA,NA,NA,NA,NA,NA,Parasite,98.79,0.05,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
282,108,GCA_902459845.2,Alveolata,2600580,Hepatocystis sp. ex Piliocolobus tephrosceles,NA,NA,NA,NA,NA,NA,Parasite,90.22,3.08,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Hepatocystis,NCBI,No
283,109,GCA_903994205.1,Alveolata,119398,Plasmodium vinckei brucechwatti,NA,NA,NA,NA,NA,NA,Parasite,97.25,0.88,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
284,110,GCA_903994225.1,Alveolata,138297,Plasmodium vinckei lentum,NA,NA,NA,NA,NA,NA,Parasite,97.2,0.6,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
285,111,GCA_903994265.1,Alveolata,5860,Plasmodium vinckei,NA,NA,NA,NA,NA,NA,Parasite,96.62,1.02,Aconoidasida,Apicomplexa,Haemosporida,Plasmodiidae,Plasmodium,NCBI,No
286,112,GCA_905178155.1,Alveolata,2202890,Amoebophrya sp. A120,NA,NA,NA,M,NA,NA,Parasite,95.32,0.58,Dinophyceae,NA,Syndiniales,Amoebophryaceae,Amoebophrya,NCBI,No
287,113,GCA_905182975.1,Alveolata,5886,Paramecium primaurelia,M,NA,NA,H,H,NA,Heterotroph,97.08,1.17,Oligohymenophorea,Ciliophora,Peniculida,Parameciidae,Paramecium,NCBI,No
288,114,GCA_905221605.1,Alveolata,878477,Symbiodinium natans,NA,NA,NA,H,L,NA,Autotrophic,69.59,12.28,Dinophyceae,NA,Suessiales,Symbiodiniaceae,Symbiodinium,NCBI,No
289,115,GCA_905221615.1,Alveolata,631055,Symbiodinium sp. CCMP2592,NA,NA,NA,H,L,NA,Autotrophic,75.44,11.11,Dinophyceae,NA,Suessiales,Symbiodiniaceae,Symbiodinium,NCBI,No
290,116,GCA_905221625.1,Alveolata,230985,Symbiodinium sp. KB8,NA,NA,NA,H,H,H,Autotrophic,91.23,4.09,Dinophyceae,NA,Suessiales,Symbiodiniaceae,Symbiodinium,NCBI,No
291,117,GCA_905221635.1,Alveolata,1519616,Symbiodinium sp. CCMP2456,NA,NA,NA,H,NA,H,Autotrophic,70.18,11.7,Dinophyceae,NA,Suessiales,Symbiodiniaceae,Symbiodinium,NCBI,No
292,118,GCA_905231905.1,Alveolata,2952,Symbiodinium pilosum,NA,NA,NA,NA,NA,NA,Autotrophic,54.97,13.45,Dinophyceae,NA,Suessiales,Symbiodiniaceae,Symbiodinium,NCBI,No
293,119,GCA_905231915.1,Alveolata,1628268,Symbiodinium necroappetens,NA,NA,NA,NA,L,H,Autotrophic,63.16,15.79,Dinophyceae,NA,Suessiales,Symbiodiniaceae,Symbiodinium,NCBI,No
294,120,GCA_946863485.1,Alveolata,5936,Moneuplotes crassus,NA,NA,NA,H,M,NA,Heterotroph,91.81,1.17,Spirotrichea,Ciliophora,Euplotida,Euplotidae,Moneuplotes,NCBI,No
295,121,GCA_947184155.2,Alveolata,2562237,Cladocopium goreaui,NA,NA,NA,H,L,NA,Autotrophic,82.46,7.02,Dinophyceae,NA,Suessiales,Symbiodiniaceae,Cladocopium,NCBI,No
296,122,GCA_963377065.1,Alveolata,2562239,Effrenium voratum,NA,NA,NA,H,NA,NA,Autotrophic,67.25,15.2,Dinophyceae,NA,Suessiales,Symbiodiniaceae,Effrenium,NCBI,No
297,123,GCA_963969995.1,Alveolata,1381693,Durusdinium trenchii,NA,NA,NA,H,L,NA,Autotrophic,83.63,5.85,Dinophyceae,NA,Suessiales,Symbiodiniaceae,Durusdinium,NCBI,No
298,124,GCA_000091205.1,Rhodophyta,280699,Cyanidioschyzon merolae strain 10D,NA,NA,H,H,M,NA,Autotrophic,72.94,6.27,Bangiophyceae,Rhodophyta,Cyanidiales,Cyanidiaceae,Cyanidioschyzon,NCBI,No
299,125,GCA_000341285.1,Rhodophyta,130081,Galdieria sulphuraria,NA,NA,H,H,M,H,Mixotroph,78.04,7.45,Bangiophyceae,Rhodophyta,Galdieriales,Galdieriaceae,Galdieria,NCBI,No
300,126,GCA_000350225.2,Rhodophyta,2769,Chondrus crispus,NA,NA,H,H,L,H,Autotrophic,63.14,8.24,Florideophyceae,Rhodophyta,Gigartinales,Gigartinaceae,Chondrus,NCBI,No
301,127,GCA_002049455.2,Rhodophyta,2786,Porphyra umbilicalis,NA,NA,M,H,L,H,Autotrophic,43.92,14.51,Bangiophyceae,Rhodophyta,Bangiales,Bangiaceae,Porphyra,NCBI,No
302,128,GCA_003194525.1,Rhodophyta,448386,Gracilariopsis chorda,NA,NA,H,H,L,NA,Autotrophic,81.18,4.71,Florideophyceae,Rhodophyta,Gracilariales,Gracilariaceae,Gracilariopsis,NCBI,No
303,129,GCA_008690995.1,Rhodophyta,35688,Porphyridium purpureum,NA,NA,H,H,M,NA,Autotrophic,71.76,8.63,Bangiophyceae,Rhodophyta,Porphyridiales,Porphyridiaceae,Porphyridium,NCBI,No
304,130,GCA_009829735.1,Rhodophyta,2788,Neopyropia yezoensis,NA,NA,H,H,M,NA,Autotrophic,50.2,16.86,Bangiophyceae,Rhodophyta,Bangiales,Bangiaceae,Neopyropia,NCBI,No
305,131,GCA_013995675.1,Rhodophyta,2690220,Cyanidiococcus yangmingshanensis,NA,NA,H,H,M,NA,Autotrophic,54.51,16.86,Bangiophyceae,Rhodophyta,Cyanidiales,Cyanidiaceae,Cyanidiococcus,NCBI,No
306,132,GCA_022539475.1,Rhodophyta,172961,Gracilaria domingensis,NA,NA,H,H,L,H,Autotrophic,60,9.02,Florideophyceae,Rhodophyta,Gracilariales,Gracilariaceae,Gracilaria,NCBI,No
307,133,GCA_025991245.1,Rhodophyta,83374,Galdieria partita,NA,NA,H,H,M,H,Autotrophic,81.96,5.49,Bangiophyceae,Rhodophyta,Galdieriales,Galdieriaceae,Galdieria,NCBI,No
308,134,GCA_026122205.1,Rhodophyta,3028027,Galdieria yellowstonensis,NA,NA,H,H,M,NA,Autotrophic,80.78,6.27,Bangiophyceae,Rhodophyta,Galdieriales,Galdieriaceae,Galdieria,NCBI,No
309,135,GCA_026184775.1,Rhodophyta,2771,Cyanidium caldarium,NA,NA,H,H,M,NA,Autotrophic,67.06,9.8,Bangiophyceae,Rhodophyta,Cyanidiales,Cyanidiaceae,Cyanidium,NCBI,No
310,136,GCA_029953675.1,Rhodophyta,101924,Rhodosorus marinus,NA,NA,H,H,M,NA,Autotrophic,83.92,4.31,Stylonematophyceae,Rhodophyta,Stylonematales,Stylonemataceae,Rhodosorus,NCBI,No
311,137,GCA_042855435.1,Rhodophyta,683352,Pyropia vietnamensis,NA,NA,H,H,L,NA,Autotrophic,61.18,12.94,Bangiophyceae,Rhodophyta,Bangiales,Bangiaceae,Pyropia,NCBI,No
312,138,GCA_000149405.2,Stramenopiles,296543,Thalassiosira pseudonana CCMP1335,NA,NA,H,H,H,M,Autotrophic,97,3,Coscinodiscophyceae,Bacillariophyta,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NCBI,No
313,139,GCA_000150955.2,Stramenopiles,556484,Phaeodactylum tricornutum CCAP 1055/1,NA,NA,H,H,H,NA,Autotrophic,96,4,Bacillariophyceae,Bacillariophyta,Naviculales,Phaeodactylaceae,Phaeodactylum,NCBI,No
314,140,GCA_000186865.1,Stramenopiles,44056,Aureococcus anophagefferens,NA,NA,H,H,H,H,Autotrophic,84,11,Pelagophyceae,NA,Pelagomonadales,Pelagomonadaceae,Aureococcus,NCBI,No
315,141,GCA_000240725.1,Stramenopiles,1093141,Nannochloropsis gaditana CCMP526,NA,NA,H,H,NA,NA,Autotrophic,40,9,Eustigmatophyceae,NA,Eustigmatales,Monodopsidaceae,Nannochloropsis,NCBI,No
316,142,GCA_000296195.2,Stramenopiles,159749,Thalassiosira oceanica,NA,NA,H,H,M,H,Autotrophic,89,7,Coscinodiscophyceae,Bacillariophyta,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NCBI,No
317,143,GCA_000569095.1,Stramenopiles,72520,Nannochloropsis gaditana,NA,NA,H,H,H,H,Autotrophic,86,9,Eustigmatophyceae,NA,Eustigmatales,Monodopsidaceae,Nannochloropsis,NCBI,No
318,144,GCA_001750085.1,Stramenopiles,635003,Fragilariopsis cylindrus CCMP1102,NA,NA,H,H,H,NA,Autotrophic,94,5,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,Fragilariopsis,NCBI,No
319,145,GCA_002215365.1,Stramenopiles,4795,Phytophthora megakarya,M,NA,H,H,NA,NA,Heterotroph,91,3,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,No
320,146,GCA_002217885.1,Stramenopiles,1519565,Fistulifera solaris,NA,NA,H,H,H,NA,Autotrophic,97,1,Bacillariophyceae,Bacillariophyta,Naviculales,Naviculaceae,Fistulifera,NCBI,No
321,147,GCA_008330625.1,Stramenopiles,33653,Cafeteria roenbergensis,NA,NA,H,H,M,NA,Heterotroph,87,1,Bigyra,NA,Bicosoecida,Cafeteriaceae,Cafeteria,NCBI,No
322,148,GCA_009835185.1,Stramenopiles,120398,Aphanomyces stellatus,M,NA,H,H,H,NA,Heterotroph,97,1,NA,Oomycota,Saprolegniales,Saprolegniaceae,Aphanomyces,NCBI,No
323,149,GCA_019154785.2,Stramenopiles,303405,Nitzschia inconspicua,NA,NA,H,H,H,H,Autotrophic,100,0,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,Nitzschia,NCBI,No
324,150,GCA_021927905.1,Stramenopiles,426638,Chaetoceros tenuissimus,NA,NA,H,H,H,H,Autotrophic,95,0,Coscinodiscophyceae,Bacillariophyta,Chaetocerotales,Chaetocerotaceae,Chaetoceros,NCBI,No
325,151,GCA_022925895.1,Stramenopiles,210448,Fragilaria crotonensis,NA,NA,H,H,H,H,Autotrophic,75,6,Fragilariophyceae,Bacillariophyta,Fragilariales,Fragilariaceae,Fragilaria,NCBI,No
326,152,GCA_026770575.1,Stramenopiles,483370,Pelagophyceae sp. CCMP2097,NA,NA,H,H,H,NA,Autotrophic,94,2,Pelagophyceae,NA,NA,NA,NA,NCBI,No
327,153,GCA_026770595.1,Stramenopiles,483371,Ochromonadaceae sp. CCMP2298,NA,NA,H,H,H,NA,Autotrophic,80,11,Synurophyceae,NA,Ochromonadales,Ochromonadaceae,NA,NCBI,No
328,154,GCA_027923505.1,Stramenopiles,2872254,Mayamaea pseudoterrestris,NA,NA,H,H,H,NA,Autotrophic,95,1,Bacillariophyceae,Bacillariophyta,Naviculales,Naviculaceae,Mayamaea,NCBI,No
329,155,GCA_029834535.1,Stramenopiles,2483200,Chrysophaeum taylorii,NA,NA,H,H,H,NA,Autotrophic,86,2,Pelagophyceae,NA,Pelagomonadales,Pelagomonadaceae,Chrysophaeum,NCBI,No
330,156,GCA_030871285.1,Stramenopiles,267567,Skeletonema marinoi,NA,NA,H,H,H,H,Autotrophic,87,7,Coscinodiscophyceae,Bacillariophyta,Thalassiosirales,Skeletonemataceae,Skeletonema,NCBI,No
331,157,GCA_900660405.1,Stramenopiles,183589,Pseudo-nitzschia multistriata,NA,NA,H,H,NA,H,Autotrophic,86,1,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NCBI,No
332,158,GCA_903772945.1,Stramenopiles,568900,Seminavis robusta,NA,NA,H,H,H,H,Autotrophic,99,0,Bacillariophyceae,Bacillariophyta,Naviculales,Naviculaceae,Seminavis,NCBI,No
333,159,GCA_918797485.1,Stramenopiles,35677,Pelagomonas calceolata,NA,NA,H,H,H,NA,Autotrophic,89,1,Pelagophyceae,NA,Pelagomonadales,Pelagomonadaceae,Pelagomonas,NCBI,No
334,160,GCA_933822405.4,Stramenopiles,2856,Cylindrotheca closterium,NA,NA,H,H,H,NA,Autotrophic,97,1,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,Cylindrotheca,NCBI,No
335,161,GCA_964200265.1,Stramenopiles,1535356,Ectocarpus sp. 12 AP-2014,NA,NA,NA,NA,NA,H,Autotrophic,2,0,Phaeophyceae,NA,Ectocarpales,Ectocarpaceae,Ectocarpus,NCBI,No
336,162,GCA_964200375.1,Stramenopiles,1535362,Ectocarpus sp. 6 AP-2014,NA,NA,NA,NA,NA,H,Autotrophic,2,0,Phaeophyceae,NA,Ectocarpales,Ectocarpaceae,Ectocarpus,NCBI,No
337,163,Mosaich1,Stramenopiles,33852,Bacillariaceae,NA,NA,H,H,H,NA,Autotrophic,97,1,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,NA,JGI,No
338,164,Conwei1,Stramenopiles,1577725,Conticribra weissflogii,NA,NA,H,H,H,H,Autotrophic,95,4,Coscinodiscophyceae,Bacillariophyta,Thalassiosirales,Thalassiosiraceae,Conticribra,JGI,No
339,165,Ent11IV18,Stramenopiles,186042,Entomoneis,NA,NA,H,H,H,H,Autotrophic,96,1,Bacillariophyceae,Bacillariophyta,NA,Entomoneidaceae,Entomoneis,JGI,No
340,166,Cyccr2,Stramenopiles,29204,Cyclotella cryptica,NA,NA,H,H,H,NA,Autotrophic,96,1,Coscinodiscophyceae,Bacillariophyta,Stephanodiscales,Stephanodiscaceae,Cyclotella,JGI,No
341,167,Nitput1,Stramenopiles,2742595,Nitzschia putrida,NA,NA,H,H,M,NA,Autotrophic,97,1,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,Nitzschia,JGI,No
342,168,Nithil2,Stramenopiles,2857,Nitzschia,NA,NA,H,H,H,H,Autotrophic,100,0,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,Nitzschia,JGI,No
343,169,Mintr2,Stramenopiles,265540,Minidiscus trioculatus,NA,NA,H,H,NA,NA,Autotrophic,94,3,Coscinodiscophyceae,Bacillariophyta,Thalassiosirales,Thalassiosiraceae,Minidiscus,JGI,No
344,170,Thaoce1,Stramenopiles,637379,Thalassiosira oceanica CCMP1005,NA,NA,H,H,M,H,Autotrophic,89,7,Coscinodiscophyceae,Bacillariophyta,Thalassiosirales,Thalassiosiraceae,Thalassiosira,JGI,No
345,171,Psemu1,Stramenopiles,37319,Pseudo-nitzschia multiseries,NA,NA,H,H,H,H,Autotrophic,98,2,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,Pseudo-nitzschia,JGI,No
346,172,GCA_000497125.2,Metamonada,348837,Spironucleus salmonicida,NA,NA,M,H,NA,NA,Parasite,18.82,7.06,NA,Fornicata,Diplomonadida,Hexamitidae,Spironucleus,NCBI,No
347,173,GCA_001643675.2,Metamonada,2049356,Monocercomonoides exilis,NA,NA,H,H,L,NA,Heterotroph,59.61,5.1,NA,Preaxostyla,Oxymonadida,Polymastigidae,Monocercomonoides,NCBI,No
348,174,GCA_008636045.1,Metamonada,222440,Streblomastix strix,NA,NA,H,H,L,NA,Heterotroph,38.04,18.04,NA,Preaxostyla,Oxymonadida,Streblomastigidae,Streblomastix,NCBI,No
349,175,GCA_024181965.1,Metamonada,2918883,Aduncisulcus paluster,NA,NA,M,H,L,NA,Heterotroph,31.37,11.37,NA,Fornicata,NA,NA,Aduncisulcus,NCBI,No
350,176,GCA_027972325.1,Metamonada,342808,Paratrimastix pyriformis,NA,NA,H,H,H,NA,Heterotroph,62.35,6.67,NA,Preaxostyla,NA,Paratrimastigidae,Paratrimastix,NCBI,No
351,177,GCA_963988835.2,Metamonada,28002,Hexamita inflata,NA,NA,M,H,L,NA,Heterotroph,24.71,5.88,NA,Fornicata,Diplomonadida,Hexamitidae,Hexamita,NCBI,No
352,178,GCA_000227375.1,Discoba,1055687,Trypanosoma vivax Y486,NA,NA,NA,NA,NA,NA,Parasite,9.23,2.31,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,No
353,179,GCA_000227395.2,Discoba,1068625,Trypanosoma congolense IL3000,NA,NA,NA,NA,NA,NA,Parasite,34.62,14.62,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,No
354,180,GCA_000442495.1,Discoba,28005,Strigomonas culicis,NA,NA,H,H,NA,NA,Parasite,73.08,20,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Strigomonas,NCBI,No
355,181,GCA_001235845.1,Discoba,1314962,Perkinsela sp. CCAP 1560/4,NA,NA,NA,H,NA,NA,Parasite,65.38,6.92,Kinetoplastea,Euglenozoa,NA,Ichthyobodonidae,Perkinsela,NCBI,No
356,182,GCA_019188245.1,Discoba,1808958,Novymonas esmeraldas,NA,NA,H,H,M,NA,Parasite,96.15,0,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Novymonas,NCBI,No
357,183,Euggra1,Excavata,3039,Euglena gracilis,NA,NA,H,H,L,L,Mixotroph,30.6,12.5,Euglenida,Euglenozoa,Euglenales,Euglenaceae,Euglena,JGI,No
358,184,Giaint1,Excavata,184922,Giardia lamblia ATCC 50803,NA,NA,H,H,M,NA,Parasite,23.5,5.1,NA,Fornicata,Diplomonadida,Hexamitidae,Giardia,JGI,No
359,185,GCA_000002595.3,Chlorophyta,3055,Chlamydomonas reinhardtii,M,NA,H,H,H,NA,Autotrophic,99.01,0.26,Chlorophyceae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,NCBI,No
360,186,GCA_000090985.2,Chlorophyta,296587,Micromonas commoda,NA,NA,H,H,H,H,Autotrophic,98.03,0.99,Mamiellophyceae,Chlorophyta,Mamiellales,Mamiellaceae,Micromonas,NCBI,No
361,187,GCA_000092065.1,Chlorophyta,436017,Ostreococcus lucimarinus CCE9901,NA,NA,H,H,H,NA,Autotrophic,97.37,1.38,Mamiellophyceae,Chlorophyta,Mamiellales,Bathycoccaceae,Ostreococcus,NCBI,No
362,188,GCA_000143455.1,Chlorophyta,3068,Volvox carteri f. nagariensis,NA,NA,H,H,H,NA,Autotrophic,96.58,1.12,Chlorophyceae,Chlorophyta,Chlamydomonadales,Volvocaceae,Volvox,NCBI,No
363,189,GCA_000147415.1,Chlorophyta,554065,Chlorella variabilis,NA,NA,H,H,H,NA,Autotrophic,92.36,3.09,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,NCBI,No
364,190,GCA_000151265.1,Chlorophyta,564608,Micromonas pusilla CCMP1545,NA,NA,H,H,H,H,Autotrophic,96.77,1.38,Mamiellophyceae,Chlorophyta,Mamiellales,Mamiellaceae,Micromonas,NCBI,No
365,191,GCA_000214015.2,Chlorophyta,70448,Ostreococcus tauri,NA,NA,H,H,H,H,Autotrophic,98.29,0.39,Mamiellophyceae,Chlorophyta,Mamiellales,Bathycoccaceae,Ostreococcus,NCBI,No
366,192,GCA_000258705.1,Chlorophyta,574566,Coccomyxa subellipsoidea C-169,NA,NA,H,H,H,NA,Autotrophic,98.09,0.79,Trebouxiophyceae,Chlorophyta,NA,NA,Coccomyxa,NCBI,No
367,193,GCA_000611645.1,Chlorophyta,145388,Monoraphidium neglectum,NA,NA,H,H,H,NA,Autotrophic,73.14,18.24,Chlorophyceae,Chlorophyta,Sphaeropleales,Selenastraceae,Monoraphidium,NCBI,No
368,194,GCA_000690575.1,Chlorophyta,1291522,Helicosporidium sp. ATCC 50920,NA,NA,H,H,H,NA,Autotrophic,61.88,14.09,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Helicosporidium,NCBI,No
369,195,GCA_000733215.1,Chlorophyta,3075,Auxenochlorella protothecoides,NA,NA,H,H,H,NA,Autotrophic,93.81,2.37,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Auxenochlorella,NCBI,No
370,196,GCA_001584585.1,Chlorophyta,33097,Gonium pectorale,NA,NA,H,H,H,NA,Autotrophic,91.64,5,Chlorophyceae,Chlorophyta,Chlamydomonadales,Volvocaceae,Gonium,NCBI,No
371,197,GCA_002220235.1,Chlorophyta,41875,Bathycoccus prasinos,NA,NA,H,H,H,H,Autotrophic,96.51,0.92,Mamiellophyceae,Chlorophyta,Mamiellales,Bathycoccaceae,Bathycoccus,NCBI,No
372,198,GCA_002245815.2,Chlorophyta,554055,Micractinium conductrix,NA,NA,H,H,H,NA,Autotrophic,95.98,0.72,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Micractinium,NCBI,No
373,199,GCA_002245835.2,Chlorophyta,3076,Chlorella sorokiniana,NA,NA,H,H,H,NA,Autotrophic,97.5,0.59,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,NCBI,No
374,200,GCA_002284615.2,Chlorophyta,3046,Dunaliella salina,NA,NA,M,H,H,NA,Autotrophic,81.7,7.11,Chlorophyceae,Chlorophyta,Chlamydomonadales,Dunaliellaceae,Dunaliella,NCBI,No
375,201,GCA_002335675.1,Chlorophyta,1157962,Chlamydomonas eustigma,NA,NA,H,H,H,NA,Autotrophic,97.24,0.66,Chlorophyceae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,NCBI,No
376,202,GCA_002891735.1,Chlorophyta,47790,Tetrabaena socialis,NA,NA,H,M,H,NA,Autotrophic,60.37,19.75,Chlorophyceae,Chlorophyta,Chlamydomonadales,Tetrabaenaceae,Tetrabaena,NCBI,No
