"Accn"	"Super.Group"	"Organism_Taxonomic_ID"	"Organism.Name"	"SIN1"	"RICTOR"	"RAPTOR"	"TOR"	"LST8"	"C.score"	"Frag.score"	"Class.name"	"Phylum.name"	"Order.name"	"Family.name"	"Genus.name"	"Source"
"GCA_005223365.2"	"Streptophyta"	110450	"Oryza meyeriana var. granulata"	NA	NA	"H"	"H"	"H"	86.3	4.9	"Magnoliopsida"	"Streptophyta"	"Poales"	"Poaceae"	"Oryza"	"NCBI"
"GCA_005239225.1"	"Streptophyta"	43335	"Populus alba"	NA	NA	"H"	"H"	"H"	96.5	1	"Magnoliopsida"	"Streptophyta"	"Malpighiales"	"Salicaceae"	"Populus"	"NCBI"
"GCA_005286985.2"	"Streptophyta"	4556	"Setaria viridis"	NA	NA	"H"	"H"	"H"	99.6	0.4	"Magnoliopsida"	"Streptophyta"	"Poales"	"Poaceae"	"Setaria"	"NCBI"
"GCA_005393395.2"	"Streptophyta"	47621	"Gossypium australe"	NA	NA	"H"	"H"	"H"	75.6	6.7	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_005549215.1"	"Streptophyta"	1194695	"Cucumis melo var. makuwa"	NA	NA	"H"	"H"	"H"	79.3	8.2	"Magnoliopsida"	"Streptophyta"	"Cucurbitales"	"Cucurbitaceae"	"Cucumis"	"NCBI"
"GCA_006013705.1"	"Streptophyta"	4083	"Solanum chilense"	NA	NA	"H"	"H"	"H"	85.6	2	"Magnoliopsida"	"Streptophyta"	"Solanales"	"Solanaceae"	"Solanum"	"NCBI"
"GCA_006381635.2"	"Streptophyta"	106335	"Hibiscus syriacus"	NA	NA	"M"	"H"	"H"	86.8	6.1	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Hibiscus"	"NCBI"
"GCA_006547085.1"	"Streptophyta"	106549	"Malus baccata"	NA	NA	"H"	"H"	"M"	88.1	5.3	"Magnoliopsida"	"Streptophyta"	"Rosales"	"Rosaceae"	"Malus"	"NCBI"
"GCA_006937295.1"	"Streptophyta"	176857	"Carpinus fangiana"	NA	NA	"H"	"H"	"H"	83.8	3.2	"Magnoliopsida"	"Streptophyta"	"Fagales"	"Betulaceae"	"Carpinus"	"NCBI"
"GCA_007726485.1"	"Streptophyta"	38414	"Eragrostis curvula"	NA	NA	"H"	"H"	"M"	91	2.7	"Magnoliopsida"	"Streptophyta"	"Poales"	"Poaceae"	"Eragrostis"	"NCBI"
"GCA_007844105.2"	"Streptophyta"	2594499	"Rhamnella rubrinervis"	NA	NA	"H"	"H"	"H"	96.2	1.2	"Magnoliopsida"	"Streptophyta"	"Rosales"	"Rhamnaceae"	"Rhamnella"	"NCBI"
"GCA_007990325.1"	"Streptophyta"	34276	"Gossypium darwinii"	NA	NA	"H"	"H"	"H"	99.8	0.1	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_007990345.1"	"Streptophyta"	3635	"Gossypium hirsutum"	NA	NA	"H"	"H"	"H"	99.4	0.4	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_007990455.1"	"Streptophyta"	34275	"Gossypium mustelinum"	NA	NA	"H"	"H"	"H"	99.3	0.5	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_007990485.1"	"Streptophyta"	34277	"Gossypium tomentosum"	NA	NA	"H"	"H"	"H"	99.8	0.1	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_008009225.1"	"Streptophyta"	1000413	"Acer yangbiense"	NA	NA	"H"	"H"	"H"	92.6	2.6	"Magnoliopsida"	"Streptophyta"	"Sapindales"	"Sapindaceae"	"Acer"	"NCBI"
"GCA_008124465.1"	"Streptophyta"	13894	"Cocos nucifera"	NA	NA	"H"	"H"	"H"	69	15.7	"Magnoliopsida"	"Streptophyta"	"Arecales"	"Arecaceae"	"Cocos"	"NCBI"
"GCA_008632915.2"	"Streptophyta"	3755	"Prunus dulcis"	NA	NA	"H"	"H"	"H"	62.8	7.7	"Magnoliopsida"	"Streptophyta"	"Rosales"	"Rosaceae"	"Prunus"	"NCBI"
"GCA_008636005.1"	"Streptophyta"	4170	"Striga asiatica"	NA	NA	"H"	"H"	"H"	90.5	3.3	"Magnoliopsida"	"Streptophyta"	"Lamiales"	"Orobanchaceae"	"Striga"	"NCBI"
"GCA_008638375.1"	"Streptophyta"	561372	"Nyssa sinensis"	NA	NA	"H"	"H"	"H"	87.8	7.7	"Magnoliopsida"	"Streptophyta"	"Cornales"	"Nyssaceae"	"Nyssa"	"NCBI"
"GCA_008932095.1"	"Streptophyta"	2448454	"Pyrus ussuriensis x Pyrus communis"	NA	NA	"H"	"H"	"H"	90.7	1.6	"Magnoliopsida"	"Streptophyta"	"Rosales"	"Rosaceae"	"Pyrus"	"NCBI"
"GCA_009078335.1"	"Streptophyta"	2182728	"Salix brachista"	NA	NA	"H"	"H"	"H"	92.8	2.6	"Magnoliopsida"	"Streptophyta"	"Malpighiales"	"Salicaceae"	"Salix"	"NCBI"
"GCA_009363875.1"	"Streptophyta"	192012	"Mikania micrantha"	NA	NA	"H"	"H"	"L"	88.3	3.9	"Magnoliopsida"	"Streptophyta"	"Asterales"	"Asteraceae"	"Mikania"	"NCBI"
"GCA_009445465.1"	"Streptophyta"	4460	"Colocasia esculenta"	NA	NA	"H"	"H"	"H"	64.3	18.6	"Magnoliopsida"	"Streptophyta"	"Alismatales"	"Araceae"	"Colocasia"	"NCBI"
"GCA_009746105.1"	"Streptophyta"	262921	"Rhododendron williamsianum"	NA	NA	"H"	"H"	"H"	77	12	"Magnoliopsida"	"Streptophyta"	"Ericales"	"Ericaceae"	"Rhododendron"	"NCBI"
"GCA_009771035.1"	"Streptophyta"	3870	"Lupinus albus"	NA	NA	"H"	"H"	"H"	96	2.9	"Magnoliopsida"	"Streptophyta"	"Fabales"	"Fabaceae"	"Lupinus"	"NCBI"
"GCA_010458925.1"	"Streptophyta"	3981	"Hevea brasiliensis"	NA	NA	"H"	"H"	"H"	68.8	15	"Magnoliopsida"	"Streptophyta"	"Malpighiales"	"Euphorbiaceae"	"Hevea"	"NCBI"
"GCA_011799765.1"	"Streptophyta"	419125	"Nymphaea thermarum"	NA	NA	"H"	"H"	"H"	79.9	10.3	"Magnoliopsida"	"Streptophyta"	"Nymphaeales"	"Nymphaeaceae"	"Nymphaea"	"NCBI"
"GCA_012274485.2"	"Streptophyta"	3728	"Sinapis alba"	NA	NA	"H"	"H"	"H"	98.3	1.2	"Magnoliopsida"	"Streptophyta"	"Brassicales"	"Brassicaceae"	"Sinapis"	"NCBI"
"GCA_012923435.1"	"Streptophyta"	3483	"Cannabis sativa"	NA	NA	"H"	"H"	"H"	91.9	3.1	"Magnoliopsida"	"Streptophyta"	"Rosales"	"Cannabaceae"	"Cannabis"	"NCBI"
"GCA_013358455.1"	"Streptophyta"	46969	"Thalictrum thalictroides"	NA	NA	"H"	"H"	"H"	86.2	9	"Magnoliopsida"	"Streptophyta"	"Ranunculales"	"Ranunculaceae"	"Thalictrum"	"NCBI"
"GCA_013401445.1"	"Streptophyta"	458696	"Tripterygium wilfordii"	NA	NA	"H"	"H"	"H"	92.3	4.2	"Magnoliopsida"	"Streptophyta"	"Celastrales"	"Celastraceae"	"Tripterygium"	"NCBI"
"GCA_013467465.1"	"Streptophyta"	34281	"Gossypium trilobum"	NA	NA	"H"	"H"	"H"	57	8.2	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_013467485.1"	"Streptophyta"	34289	"Gossypium lobatum"	NA	NA	"H"	"H"	"M"	43.3	15.9	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_013467495.1"	"Streptophyta"	34282	"Gossypium gossypioides"	NA	NA	"H"	"H"	NA	41.6	7.1	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_013487665.1"	"Streptophyta"	34290	"Gossypium aridum"	NA	NA	"H"	"H"	"M"	40.5	17.2	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_013511315.1"	"Streptophyta"	34288	"Gossypium laxum"	NA	NA	"H"	"H"	NA	51.6	11.6	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_013676235.1"	"Streptophyta"	4442	"Camellia sinensis"	NA	NA	"H"	"H"	"H"	81.2	7.6	"Magnoliopsida"	"Streptophyta"	"Ericales"	"Theaceae"	"Camellia"	"NCBI"
"GCA_013677245.1"	"Streptophyta"	34287	"Gossypium davidsonii"	NA	NA	"H"	"H"	"H"	56.9	8.9	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_013677255.1"	"Streptophyta"	34285	"Gossypium harknessii"	NA	NA	"H"	"H"	"M"	41.8	17	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_013677265.1"	"Streptophyta"	34283	"Gossypium armourianum"	NA	NA	"H"	"H"	"M"	43.8	16	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_013677275.1"	"Streptophyta"	34291	"Gossypium schwendimanii"	NA	NA	"H"	"H"	"H"	59.8	7.2	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_014058105.1"	"Streptophyta"	39325	"Kingdonia uniflora"	NA	NA	"H"	"H"	"H"	75.9	15.1	"Magnoliopsida"	"Streptophyta"	"Ranunculales"	"Circaeasteraceae"	"Kingdonia"	"NCBI"
"GCA_014180765.2"	"Streptophyta"	56867	"Marchantia paleacea"	NA	NA	"H"	"H"	"H"	79.9	2.9	"Marchantiopsida"	"Streptophyta"	"Marchantiales"	"Marchantiaceae"	"Marchantia"	"NCBI"
"GCA_014282245.1"	"Streptophyta"	118357	"Rhododendron simsii"	NA	NA	"H"	"H"	"M"	90	3.4	"Magnoliopsida"	"Streptophyta"	"Ericales"	"Ericaceae"	"Rhododendron"	"NCBI"
"GCA_014362265.1"	"Streptophyta"	165716	"Actinidia rufa"	NA	NA	"H"	"H"	"H"	66.7	16.7	"Magnoliopsida"	"Streptophyta"	"Ericales"	"Actinidiaceae"	"Actinidia"	"NCBI"
"GCA_014529385.2"	"Streptophyta"	13818	"Adiantum capillus-veneris"	NA	NA	"H"	"H"	"H"	84	4	"Polypodiopsida"	"Streptophyta"	"Polypodiales"	"Pteridaceae"	"Adiantum"	"NCBI"
"GCA_014851425.1"	"Streptophyta"	362788	"Senna tora"	NA	NA	"H"	"H"	"H"	89.8	4	"Magnoliopsida"	"Streptophyta"	"Fabales"	"Fabaceae"	"Senna"	"NCBI"
"GCA_014858505.1"	"Streptophyta"	360336	"Corymbia citriodora subsp. variegata"	NA	NA	"H"	"H"	"H"	95.5	3.6	"Magnoliopsida"	"Streptophyta"	"Myrtales"	"Myrtaceae"	"Corymbia"	"NCBI"
"GCA_014871385.1"	"Streptophyta"	3225	"Ceratodon purpureus"	NA	NA	"H"	"H"	"H"	86.7	2.3	"Bryopsida"	"Streptophyta"	"Pseudoditrichales"	"Ditrichaceae"	"Ceratodon"	"NCBI"
"GCA_014905375.1"	"Streptophyta"	374723	"Phtheirospermum japonicum"	NA	NA	"H"	"H"	"H"	84.3	9.7	"Magnoliopsida"	"Streptophyta"	"Lamiales"	"Orobanchaceae"	"Phtheirospermum"	"NCBI"
"GCA_015143295.1"	"Streptophyta"	13715	"Tetracentron sinense"	NA	NA	"H"	"H"	"H"	83.2	7.9	"Magnoliopsida"	"Streptophyta"	"Trochodendrales"	"Trochodendraceae"	"Tetracentron"	"NCBI"
"GCA_015342445.1"	"Streptophyta"	1010633	"Digitaria exilis"	NA	NA	"H"	"H"	"H"	95	1.3	"Magnoliopsida"	"Streptophyta"	"Poales"	"Poaceae"	"Digitaria"	"NCBI"
"GCA_015680905.1"	"Streptophyta"	261450	"Coptis chinensis"	NA	NA	"H"	"H"	"M"	78.9	9.8	"Magnoliopsida"	"Streptophyta"	"Ranunculales"	"Ranunculaceae"	"Coptis"	"NCBI"
"GCA_015731905.1"	"Streptophyta"	1413687	"Salix dunnii"	NA	NA	"H"	"H"	"H"	91.5	2	"Magnoliopsida"	"Streptophyta"	"Malpighiales"	"Salicaceae"	"Salix"	"NCBI"
"GCA_015852605.2"	"Streptophyta"	3696	"Populus deltoides"	NA	NA	"H"	"H"	"H"	94.8	2.2	"Magnoliopsida"	"Streptophyta"	"Malpighiales"	"Salicaceae"	"Populus"	"NCBI"
"GCA_016081115.2"	"Streptophyta"	99300	"Rehmannia glutinosa"	NA	NA	"H"	"H"	"H"	97	0.6	"Magnoliopsida"	"Streptophyta"	"Lamiales"	"Orobanchaceae"	"Rehmannia"	"NCBI"
"GCA_016413885.1"	"Streptophyta"	51239	"Vanilla planifolia"	NA	NA	"H"	"H"	"H"	74.9	11.7	"Magnoliopsida"	"Streptophyta"	"Asparagales"	"Orchidaceae"	"Vanilla"	"NCBI"
"GCA_016771965.1"	"Streptophyta"	52824	"Brassica carinata"	NA	NA	"H"	"H"	"H"	91.4	1.7	"Magnoliopsida"	"Streptophyta"	"Brassicales"	"Brassicaceae"	"Brassica"	"NCBI"
"GCA_016808215.1"	"Streptophyta"	32201	"Carya illinoinensis"	NA	NA	"H"	"H"	"H"	98.6	0.9	"Magnoliopsida"	"Streptophyta"	"Fagales"	"Juglandaceae"	"Carya"	"NCBI"
"GCA_016808335.1"	"Streptophyta"	38727	"Panicum virgatum"	NA	NA	"H"	"H"	"H"	99.8	0.2	"Magnoliopsida"	"Streptophyta"	"Poales"	"Poaceae"	"Panicum"	"NCBI"
"GCA_017552425.1"	"Streptophyta"	1278906	"Salix suchowensis"	NA	NA	"H"	"H"	"H"	95.8	2.7	"Magnoliopsida"	"Streptophyta"	"Malpighiales"	"Salicaceae"	"Salix"	"NCBI"
"GCA_017639395.1"	"Streptophyta"	1813537	"Brassica rapa subsp. trilocularis"	NA	NA	"H"	"H"	"H"	91	1.2	"Magnoliopsida"	"Streptophyta"	"Brassicales"	"Brassicaceae"	"Brassica"	"NCBI"
"GCA_018107945.1"	"Streptophyta"	4076	"Datura stramonium"	NA	NA	"H"	"H"	"H"	85.2	10.1	"Magnoliopsida"	"Streptophyta"	"Solanales"	"Solanaceae"	"Datura"	"NCBI"
"GCA_018127125.1"	"Streptophyta"	479676	"Rhododendron griersonianum"	NA	NA	"H"	"H"	"H"	91	4	"Magnoliopsida"	"Streptophyta"	"Ericales"	"Ericaceae"	"Rhododendron"	"NCBI"
"GCA_018258275.1"	"Streptophyta"	4109	"Solanum commersonii"	NA	NA	"H"	"H"	"H"	86	9.8	"Magnoliopsida"	"Streptophyta"	"Solanales"	"Solanaceae"	"Solanum"	"NCBI"
"GCA_018446385.1"	"Streptophyta"	94328	"Zingiber officinale"	NA	NA	"H"	"H"	"H"	91.1	4.5	"Magnoliopsida"	"Streptophyta"	"Zingiberales"	"Zingiberaceae"	"Zingiber"	"NCBI"
"GCA_018691285.1"	"Streptophyta"	37648	"Cucurbita argyrosperma subsp. sororia"	NA	NA	"H"	"H"	"H"	97.3	1	"Magnoliopsida"	"Streptophyta"	"Cucurbitales"	"Cucurbitaceae"	"Cucurbita"	"NCBI"
"GCA_018804465.1"	"Streptophyta"	118781	"Populus tomentosa"	NA	NA	"H"	"H"	"H"	95.8	1.7	"Magnoliopsida"	"Streptophyta"	"Malpighiales"	"Salicaceae"	"Populus"	"NCBI"
"GCA_019202795.1"	"Streptophyta"	1240361	"Arabidopsis thaliana x Arabidopsis arenosa"	NA	NA	"H"	"H"	"H"	99.8	0.2	"Magnoliopsida"	"Streptophyta"	"Brassicales"	"Brassicaceae"	"Arabidopsis"	"NCBI"
"GCA_019202805.1"	"Streptophyta"	45249	"Arabidopsis suecica"	NA	NA	"H"	"H"	"H"	99.5	0.1	"Magnoliopsida"	"Streptophyta"	"Brassicales"	"Brassicaceae"	"Arabidopsis"	"NCBI"
"GCA_019279435.1"	"Streptophyta"	103762	"Zizania palustris"	NA	NA	"H"	"H"	"H"	84.9	10	"Magnoliopsida"	"Streptophyta"	"Poales"	"Poaceae"	"Zizania"	"NCBI"
"GCA_019321725.1"	"Streptophyta"	586722	"Paulownia fortunei"	NA	NA	"H"	"H"	"H"	97.5	1.7	"Magnoliopsida"	"Streptophyta"	"Lamiales"	"Paulowniaceae"	"Paulownia"	"NCBI"
"GCA_019426215.1"	"Streptophyta"	168488	"Buddleja alternifolia"	NA	NA	"H"	"H"	"H"	93.3	3.1	"Magnoliopsida"	"Streptophyta"	"Lamiales"	"Scrophulariaceae"	"Buddleja"	"NCBI"
"GCA_019455425.1"	"Streptophyta"	47600	"Gossypium anomalum"	NA	NA	"H"	"H"	"H"	83	1.7	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_019511825.2"	"Streptophyta"	151328	"Perilla frutescens var. frutescens"	NA	NA	"H"	"H"	"H"	85.9	2.2	"Magnoliopsida"	"Streptophyta"	"Lamiales"	"Lamiaceae"	"Perilla"	"NCBI"
"GCA_019722365.1"	"Streptophyta"	34254	"Lithospermum erythrorhizon"	NA	NA	"H"	"H"	"H"	78.6	10.2	"Magnoliopsida"	"Streptophyta"	"Boraginales"	"Boraginaceae"	"Lithospermum"	"NCBI"
"GCA_019776745.2"	"Streptophyta"	29808	"Taxus chinensis"	NA	NA	"H"	"H"	"H"	50.4	22.3	"Pinopsida"	"Streptophyta"	"Cupressales"	"Taxaceae"	"Taxus"	"NCBI"
"GCA_019845555.1"	"Streptophyta"	158543	"Aristolochia fimbriata"	NA	NA	"H"	"H"	"H"	96.4	1.4	"Magnoliopsida"	"Streptophyta"	"Piperales"	"Aristolochiaceae"	"Aristolochia"	"NCBI"
"GCA_019925795.1"	"Streptophyta"	161865	"Dendrobium chrysotoxum"	NA	NA	"H"	"H"	"H"	77.3	5.5	"Magnoliopsida"	"Streptophyta"	"Asparagales"	"Orchidaceae"	"Dendrobium"	"NCBI"
"GCA_020169535.1"	"Streptophyta"	4113	"Solanum tuberosum"	NA	NA	"H"	"H"	"H"	91.2	3.1	"Magnoliopsida"	"Streptophyta"	"Solanales"	"Solanaceae"	"Solanum"	"NCBI"
"GCA_020424065.1"	"Streptophyta"	36596	"Prunus armeniaca"	NA	NA	"H"	"H"	"H"	89.2	3.7	"Magnoliopsida"	"Streptophyta"	"Rosales"	"Rosaceae"	"Prunus"	"NCBI"
"GCA_020496765.1"	"Streptophyta"	47602	"Gossypium stocksii"	NA	NA	"H"	"H"	"H"	97.7	1.4	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Malvaceae"	"Gossypium"	"NCBI"
"GCA_020521535.1"	"Streptophyta"	152421	"Rubroshorea leprosula"	NA	NA	"H"	"H"	"H"	88.5	7.4	"Magnoliopsida"	"Streptophyta"	"Malvales"	"Dipterocarpaceae"	"Rubroshorea"	"NCBI"
"GCA_020796205.1"	"Streptophyta"	714518	"Ziziphus jujuba var. spinosa"	NA	NA	"H"	"H"	"H"	66.4	2.2	"Magnoliopsida"	"Streptophyta"	"Rosales"	"Rhamnaceae"	"Ziziphus"	"NCBI"
"GCA_020796215.1"	"Streptophyta"	99658	"Xanthoceras sorbifolium"	NA	NA	"H"	"H"	"H"	89	3.4	"Magnoliopsida"	"Streptophyta"	"Sapindales"	"Sapindaceae"	"Xanthoceras"	"NCBI"
"GCA_020875875.1"	"Streptophyta"	55571	"Dioscorea alata"	NA	NA	"H"	"H"	"H"	96.8	1.8	"Magnoliopsida"	"Streptophyta"	"Dioscoreales"	"Dioscoreaceae"	"Dioscorea"	"NCBI"
"GCA_020921065.1"	"Streptophyta"	229202	"Vaccinium darrowii"	NA	NA	"H"	"H"	"H"	92.4	1.7	"Magnoliopsida"	"Streptophyta"	"Ericales"	"Ericaceae"	"Vaccinium"	"NCBI"
"GCA_021442195.1"	"Streptophyta"	53036	"Sphagnum fallax"	NA	NA	"H"	"H"	"H"	89.5	1.9	"Sphagnopsida"	"Streptophyta"	"Sphagnales"	"Sphagnaceae"	"Sphagnum"	"NCBI"
"GCA_021604985.1"	"Streptophyta"	191504	"Eleusine coracana subsp. coracana"	NA	NA	"H"	"H"	"H"	69.8	16.5	"Magnoliopsida"	"Streptophyta"	"Poales"	"Poaceae"	"Eleusine"	"NCBI"
"GCA_021904315.1"	"Streptophyta"	128215	"Sphagnum magellanicum"	NA	NA	"H"	"H"	"H"	89	2.2	"Sphagnopsida"	"Streptophyta"	"Sphagnales"	"Sphagnaceae"	"Sphagnum"	"NCBI"
"GCA_022085475.1"	"Streptophyta"	39905	"Heliosperma pusillum"	NA	NA	"H"	"H"	"H"	81.7	6.1	"Magnoliopsida"	"Streptophyta"	"Caryophyllales"	"Caryophyllaceae"	"Heliosperma"	"NCBI"
"GCA_022343405.2"	"Streptophyta"	2759587	"Adiantum nelumboides"	NA	NA	"H"	"H"	"H"	71.9	10.7	"Polypodiopsida"	"Streptophyta"	"Polypodiales"	"Pteridaceae"	"Adiantum"	"NCBI"
"GCA_022379115.2"	"Streptophyta"	167791	"Bauhinia variegata"	NA	NA	"H"	"H"	"H"	98.5	0.5	"Magnoliopsida"	"Streptophyta"	"Fabales"	"Fabaceae"	"Bauhinia"	"NCBI"
"GCA_022539455.1"	"Streptophyta"	94219	"Dendrobium nobile"	NA	NA	"H"	"H"	"H"	93.4	2.9	"Magnoliopsida"	"Streptophyta"	"Asparagales"	"Orchidaceae"	"Dendrobium"	"NCBI"
"GCA_023344035.1"	"Streptophyta"	120290	"Psidium guajava"	NA	NA	"H"	"H"	"L"	61.6	3	"Magnoliopsida"	"Streptophyta"	"Myrtales"	"Myrtaceae"	"Psidium"	"NCBI"
"GCA_023376185.1"	"Streptophyta"	114280	"Cichorium endivia"	NA	NA	"H"	"H"	"H"	81	1.1	"Magnoliopsida"	"Streptophyta"	"Asterales"	"Asteraceae"	"Cichorium"	"NCBI"
"GCA_023525715.1"	"Streptophyta"	13427	"Cichorium intybus"	NA	NA	"H"	"H"	"H"	82.3	1.3	"Magnoliopsida"	"Streptophyta"	"Asterales"	"Asteraceae"	"Cichorium"	"NCBI"
"GCA_023525745.1"	"Streptophyta"	4217	"Arctium lappa"	NA	NA	"H"	"H"	"M"	86.9	1.4	"Magnoliopsida"	"Streptophyta"	"Asterales"	"Asteraceae"	"Arctium"	"NCBI"
"GCA_023525975.1"	"Streptophyta"	185202	"Smallanthus sonchifolius"	NA	NA	"H"	"H"	"H"	97.9	1	"Magnoliopsida"	"Streptophyta"	"Asterales"	"Asteraceae"	"Smallanthus"	"NCBI"
"GCA_023529015.1"	"Streptophyta"	74823	"Papaver nudicaule"	NA	NA	"H"	"H"	"H"	68.7	8.4	"Magnoliopsida"	"Streptophyta"	"Ranunculales"	"Papaveraceae"	"Papaver"	"NCBI"
"GCA_023529315.1"	"Streptophyta"	215227	"Papaver bracteatum"	NA	NA	"H"	"H"	"H"	95.6	2.1	"Magnoliopsida"	"Streptophyta"	"Ranunculales"	"Papaveraceae"	"Papaver"	"NCBI"
"GCA_023531105.1"	"Streptophyta"	357466	"Papaver atlanticum"	NA	NA	"H"	"H"	"H"	95.9	2.1	"Magnoliopsida"	"Streptophyta"	"Ranunculales"	"Papaveraceae"	"Papaver"	"NCBI"
"GCA_023531295.1"	"Streptophyta"	357465	"Papaver armeniacum"	NA	NA	"H"	"H"	"H"	95.2	2.5	"Magnoliopsida"	"Streptophyta"	"Ranunculales"	"Papaveraceae"	"Papaver"	"NCBI"
"GCA_023531435.1"	"Streptophyta"	74822	"Papaver californicum"	NA	NA	"H"	"H"	"H"	94.3	2	"Magnoliopsida"	"Streptophyta"	"Ranunculales"	"Papaveraceae"	"Papaver"	"NCBI"
"GCA_023547065.1"	"Streptophyta"	320322	"Musa troglodytarum"	NA	NA	"H"	"H"	"H"	91.6	4.8	"Magnoliopsida"	"Streptophyta"	"Zingiberales"	"Musaceae"	"Musa"	"NCBI"
"GCA_023653495.1"	"Streptophyta"	119954	"Melastoma candidum"	NA	NA	"H"	"H"	"H"	95.8	1.1	"Magnoliopsida"	"Streptophyta"	"Myrtales"	"Melastomataceae"	"Melastoma"	"NCBI"
"GCA_024323335.2"	"Streptophyta"	3888	"Pisum sativum"	NA	NA	"H"	"H"	"H"	98.6	0.6	"Magnoliopsida"	"Streptophyta"	"Fabales"	"Fabaceae"	"Pisum"	"NCBI"
"GCA_024505715.1"	"Streptophyta"	4058	"Catharanthus roseus"	NA	NA	"H"	"H"	"H"	92.3	4	"Magnoliopsida"	"Streptophyta"	"Gentianales"	"Apocynaceae"	"Catharanthus"	"NCBI"
"GCA_024733475.1"	"Streptophyta"	1042139	"Syzygium grande"	NA	NA	"H"	"H"	"H"	91.1	4.5	"Magnoliopsida"	"Streptophyta"	"Myrtales"	"Myrtaceae"	"Syzygium"	"NCBI"
"GCA_024762085.1"	"Streptophyta"	4212	"Ambrosia artemisiifolia"	NA	NA	"H"	"H"	"H"	70	7.4	"Magnoliopsida"	"Streptophyta"	"Asterales"	"Asteraceae"	"Ambrosia"	"NCBI"
"GCA_025200525.1"	"Streptophyta"	1840588	"Camellia lanceoleosa"	NA	NA	"H"	"H"	"H"	93.9	3.3	"Magnoliopsida"	"Streptophyta"	"Ericales"	"Theaceae"	"Camellia"	"NCBI"
"GCA_025413875.1"	"Streptophyta"	49168	"Rhododendron molle"	NA	NA	"H"	"H"	"H"	91.3	4.3	"Magnoliopsida"	"Streptophyta"	"Ericales"	"Ericaceae"	"Rhododendron"	"NCBI"
"GCA_025563575.1"	"Streptophyta"	880440	"Acacia pycnantha"	NA	NA	"H"	"H"	"H"	97	1.6	"Magnoliopsida"	"Streptophyta"	"Fabales"	"Fabaceae"	"Acacia"	"NCBI"
"GCA_025594385.1"	"Streptophyta"	4023	"Acer negundo"	NA	NA	"H"	"H"	"H"	93.6	2.2	"Magnoliopsida"	"Streptophyta"	"Sapindales"	"Sapindaceae"	"Acer"	"NCBI"
"GCA_026074375.1"	"Streptophyta"	301880	"Tanacetum coccineum"	NA	NA	"H"	"H"	"H"	92.7	5.1	"Magnoliopsida"	"Streptophyta"	"Asterales"	"Asteraceae"	"Tanacetum"	"NCBI"
"GCA_026225825.1"	"Streptophyta"	434235	"Pistacia integerrima"	NA	NA	"H"	"H"	"M"	77.1	16.1	"Magnoliopsida"	"Streptophyta"	"Sapindales"	"Anacardiaceae"	"Pistacia"	"NCBI"
"GCA_026229545.1"	"Streptophyta"	434234	"Pistacia atlantica"	NA	NA	NA	"H"	"H"	72.7	17.8	"Magnoliopsida"	"Streptophyta"	"Sapindales"	"Anacardiaceae"	"Pistacia"	"NCBI"
"GCA_026261945.1"	"Streptophyta"	71354	"Hirschfeldia incana"	NA	NA	"H"	"H"	"H"	96	0.4	"Magnoliopsida"	"Streptophyta"	"Brassicales"	"Brassicaceae"	"Hirschfeldia"	"NCBI"
"GCA_026573395.1"	"Streptophyta"	158149	"Paspalum vaginatum"	NA	NA	"H"	"H"	"H"	98.7	0.3	"Magnoliopsida"	"Streptophyta"	"Poales"	"Poaceae"	"Paspalum"	"NCBI"
"GCA_026586065.1"	"Streptophyta"	325984	"Dioscorea zingiberensis"	NA	NA	"H"	"H"	"H"	96.2	1.4	"Magnoliopsida"	"Streptophyta"	"Dioscoreales"	"Dioscoreaceae"	"Dioscorea"	"NCBI"
