Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Assembly Stats Total Sequence Length	Assembly Level
GCA_029030655.1	ASM2903065v1	Salix suchowensis	1278906	369251252	Chromosome
GCA_029030645.1	ASM2903064v1	Salix suchowensis	1278906	375803657	Chromosome
GCA_040955965.1	ASM4095596v1	Cirrhinus molitorella	172907	1049266054	Chromosome
GCA_035582445.1	ASM3558244v1	Trapa incisa	236973	470622233	Chromosome
GCA_019455425.1	ASM1945542v1	Gossypium anomalum	47600	1193340224	Chromosome
GCA_002742825.1	nigoni.pc_2016.07.14	Caenorhabditis nigoni	1611254	129488540	Chromosome
GCA_944470445.2	tdSchBovi2.2	Schistosoma bovis	6184	406269540	Chromosome
GCA_026225835.1	ASM2622583v1	Periophthalmus magnuspinnatus	409849	734219741	Chromosome
GCA_007990455.1	Gossypium_mustelinum_v1.1	Gossypium mustelinum	34275	2315094184	Chromosome
GCA_014871845.1	CpurpureusGG1_1_0	Ceratodon purpureus	3225	349464154	Chromosome
GCA_019512145.1	UCB_Epus_1.0	Engystomops pustulosus	76066	2555516698	Chromosome
GCA_035196885.1	UCD_CFR4	Fulvia fulva	5499	66876757	Chromosome
GCA_035196915.1	UCD_Clafu_0WU	Fulvia fulva	5499	67402857	Chromosome
GCA_000230245.1	ASM23024v1	Sporisorium reilianum SRZ2	999809	18386378	Chromosome
GCA_015731905.1	SDv1.1	Salix dunnii	1413687	327222375	Chromosome
GCA_037504845.1	fPhoPho.hap2	Phoxinus phoxinus	58324	929446345	Chromosome
GCA_037504875.1	fPhoPho.hap1	Phoxinus phoxinus	58324	939831526	Chromosome
GCA_029692045.1	COCON_1.0	Conger conger	82655	1005908649	Chromosome
GCA_023748725.1	Uh811_v1	Ustilago hordei	120017	26215472	Chromosome
GCA_023748765.1	Uh818_v1	Ustilago hordei	120017	26240268	Chromosome
GCA_023748735.1	Uh1273_v1	Ustilago hordei	120017	27249071	Chromosome
GCA_023748715.1	Uh1278_v1	Ustilago hordei	120017	26574770	Chromosome
GCA_023748825.1	Uh359_v1	Ustilago hordei	120017	26999323	Chromosome
GCA_038363315.1	ASM3836331v1	Mugilogobius chulae	88201	1003362100	Chromosome
GCA_025594385.1	ASM2559438v1	Acer negundo	4023	442441229	Chromosome
GCA_023972475.1	ASM2397247v1	Silurus meridionalis	175797	742907166	Chromosome
GCA_964030505.2	lplatythorax.final_scaffolds_v.1a	Lasius platythorax	488582	235769060	Chromosome
GCA_001618945.2	ASM161894v2	Drechmeria coniospora	98403	31848314	Chromosome
GCA_014466195.1	ASM1446619v1	Vespula germanica	30212	178197338	Chromosome
GCA_002271885.2	ASM227188v2	Capsicum baccatum	33114	3215610539	Chromosome
GCA_019857665.1	UCB_Ecoq_1.0	Eleutherodactylus coqui	57060	2789347782	Chromosome
GCA_900097045.1	PGABG01	Plasmodium gaboni	647221	21376081	Chromosome
GCA_029228505.1	Populus_alba_x_berolinensis.Group_C.v1.2	Populus alba x Populus x berolinensis	444605	464690449	Chromosome
GCA_015342795.1	ASM1534279v1	Argiope bruennichi	94029	1670285661	Chromosome
GCA_036426205.1	UCB_Atru_1.0	Ascaphus truei	8439	3101746330	Chromosome
GCA_029228485.1	Populus_alba_x_berolinensis.Group_B.v1.2	Populus alba x Populus x berolinensis	444605	514425394	Chromosome
GCA_014466185.1	ASM1446618v1	Vespula vulgaris	7454	176272557	Chromosome
GCA_000292725.1	SacArb1.0	Saccharomyces arboricola H-6	1160507	11547373	Chromosome
GCA_039657395.1	ASM3965739v1	Citrus x changshan-huyou	2935761	311885911	Chromosome
GCA_963970345.1	csSphTroe1.h1.1	Sphagnum troendelagicum	128251	399645782	Chromosome
GCA_963971075.1	csSphJens1.h1.1	Sphagnum jensenii	128206	451119926	Chromosome
GCA_025433555.1	ASM2543355v1	Fusarium keratoplasticum	1328300	53490075	Chromosome
GCA_944470435.2	tdSchRodh2.2	Schistosoma rodhaini	6188	413517952	Chromosome
GCA_944470545.2	tdHetHame1.3	Heterobilharzia americana	39320	685355840	Chromosome
GCA_944470385.2	tdSchInte2.2	Schistosoma intercalatum	6187	382498898	Chromosome
GCA_900240055.1	PGABG02	Plasmodium sp. DRC-Itaito	720590	20934218	Chromosome
GCA_004115005.2	UNAM_Carg_1.1	Cucurbita argyrosperma subsp. argyrosperma	1094858	228920650	Chromosome
GCA_040363505.1	ASM4036350v1	Leishmania utingensis	653362	31161156	Chromosome
GCA_040363675.1	ASM4036367v1	Leishmania lindenbergi	651832	31126262	Chromosome
GCA_040363515.1	ASM4036351v1	Leishmania shawi	5680	31105818	Chromosome
GCA_040363645.1	ASM4036364v1	Leishmania shawi	5680	31204482	Chromosome
GCA_040363635.1	ASM4036363v1	Leishmania naiffi	5678	31671382	Chromosome
GCA_900090035.2	PocGH01	Plasmodium ovale	36330	33451205	Chromosome
GCA_900090025.2	PowCR01	Plasmodium ovale	36330	33492878	Chromosome
GCA_900090005.1	PmlGA01	Plasmodium malariae	5858	23538473	Chromosome
GCA_002217885.1	Fsol_1.0	Fistulifera solaris	1519565	49736633	Scaffold
GCA_002335645.1	ScerevisiaeKagoshima_assembly01	Saccharomyces cerevisiae	4932	12238629	Scaffold
GCA_000181435.1	ASM18143v1	Saccharomyces cerevisiae YJM789	307796	11990995	Scaffold
GCA_000325965.1	ScQA23_v01	Saccharomyces cerevisiae Lalvin QA23	764098	11804088	Scaffold
GCA_000182315.2	ASM18231v2	Saccharomyces cerevisiae JAY291	574961	11460779	Scaffold
GCA_000256705.2	TGCAST v2	Toxoplasma gondii CAST	943122	64894722	Scaffold
GCA_024195175.2	BUUCAGL_2022	Nakaseomyces glabratus	5478	12053058	Scaffold
GCA_000448345.1	Cgr1.0	Cricetulus griseus	10029	2332774290	Scaffold
GCA_000002855.2	ASM285v2	Aspergillus niger	5061	33975768	Scaffold
GCA_003032435.1	Marchanta_polymorpha_v1	Marchantia polymorpha	3197	225760816	Scaffold
GCA_001602395.1	AspL_2604	Aspergillus luchuensis	1069201	34183795	Scaffold
GCA_031213615.1	MorSM40-3	Pyrenophora teres f. teres	97479	48055886	Scaffold
GCA_001675295.1	FPOA1.0	Fusarium poae	36050	46317270	Scaffold
GCA_014362265.1	A.rufaFuchu_1.0	Actinidia rufa	165716	647239177	Scaffold
GCA_018446365.1	Cadam_11369	Crotalus adamanteus	8729	1597630743	Scaffold
GCA_007168705.1	ASM716870v1	Candidozyma auris	498019	12098315	Contig
GCA_003184595.1	Asplac1	Aspergillus niger CBS 101883	1450533	35853610	Scaffold
GCA_000616845.1	Tric_kane_CBS_289_86_V1	Trichophyton rubrum CBS 289.86	1215329	23051776	Scaffold
GCA_000616805.1	Tric_fish_CBS_100081_V1	Trichophyton rubrum CBS 100081	1215328	23061810	Scaffold
GCA_001673695.2	ASM167369v2	Clavispora lusitaniae	36911	11992787	Scaffold
GCA_019207935.1	ASM1920793v1	Ogataea parapolymorpha	1005962	8835019	Scaffold
GCA_000591435.1	MR2010_11_27	Metarhizium robertsii	568076	40317276	Scaffold
GCA_001245095.1	cj1	Cyberlindnera jadinii	4903	12707304	Scaffold
GCA_013396185.1	ASM1339618v1	Fusarium circinatum	48490	42547896	Scaffold
GCA_000829775.1	TcelY94_1.0	Talaromyces pinophilus	128442	36402801	Scaffold
GCA_003025155.1	Trilo3	Trichoderma longibrachiatum ATCC 18648	983965	32238325	Scaffold
GCA_000389695.3	Cfim3.0	Ceratocystis fimbriata CBS 114723	1035309	30011674	Scaffold
GCA_001661325.1	Lipst1_1	Lipomyces starkeyi NRRL Y-11557	675824	21267709	Scaffold
GCA_000442885.1	ZYBA0	Zygosaccharomyces bailii CLIB 213	1333698	10268813	Contig
GCA_000149895.1	ASM14989v1	Coccidioides immitis RMSCC 2394	404692	28816906	Scaffold
GCA_003704575.1	ASM370457v1	Hortaea werneckii	91943	49189099	Contig
GCA_019207995.1	ASM1920799v1	Ogataea polymorpha	460523	8877011	Scaffold
GCA_040182555.1	ASM4018255v1	Coccomyxa subellipsoidea	248742	50915843	Scaffold
GCA_000151595.1	BD_ATCC18188_V1	Blastomyces dermatitidis ATCC 18188	653446	73582762	Scaffold
GCA_000167075.2	Saccharomyces_kudriavzevii_strain_IFO1802_v1.0	Saccharomyces kudriavzevii IFO 1802	226230	11189057	Scaffold
GCA_900322835.1	Pse_antar_v1	Moesziomyces antarcticus	84753	18376790	Contig
GCA_021556675.1	ASM2155667v1	Batrachochytrium salamandrivorans	1357716	41738742	Contig
GCA_000227095.3	Scomplicata_3.0	Saitoella complicata NRRL Y-17804	698492	14130614	Contig
GCA_021556705.1	ASM2155670v1	Batrachochytrium salamandrivorans	1357716	36867569	Contig
GCA_030867325.1	Colsu1	Colletotrichum sublineola	1173701	46916122	Scaffold
GCA_000517465.1	PseuAph1.0	Moesziomyces aphidis	84754	17921702	Scaffold
GCA_000313545.1	ASM31354v1	Serendipita indica DSM 11827	1109443	24979980	Scaffold
GCA_001908125.1	ASM190812v1	Penicillium subrubescens	1316194	39803164	Scaffold
GCA_013421405.2	ASM1342140v2	Aspergillus alliaceus	209559	41001620	Scaffold
GCA_030913515.1	Collu1	Colletotrichum lupini	145971	58756634	Contig
GCA_009176455.1	Aspmin1	Aspergillus minisclerotigenes	656917	37064162	Scaffold
GCA_010723835.1	ASM1072383v1	Aspergillus udagawae	91492	31534050	Scaffold
GCA_002749805.1	ASM274980v1	Aspergillus arachidicola	656916	38896857	Contig
GCA_008355005.1	Tsuc_wing_DSM_27421_V6	Cryptococcus floricola	2591691	20137742	Scaffold
GCA_004798825.1	ASM479882v1	Aspergillus tanneri	1220188	36538212	Scaffold
GCA_004325045.1	FIOER33 v1	Hamiltosporidium tvaerminnensis	1176355	18344352	Contig
GCA_000820885.1	KLDO_01	Kluyveromyces dobzhanskii CBS 2104	1427455	10741898	Contig
GCA_000986665.1	ASM98666v1	Aspergillus ochraceoroseus	138278	24273657	Contig
GCA_035927225.1	ASM3592722v1	Cryomyces antarcticus	329879	16651905	Scaffold
GCA_038380875.1	Phcitr1	Phyllosticta citrichinensis	1130410	29162704	Contig
GCA_038380855.1	Phcit1	Phyllosticta citribraziliensis	989973	31670975	Contig
GCA_024043135.1	ASM2404313v1	Alternaria rosae	1187941	32849075	Scaffold
GCA_022533605.1	ASM2253360v1	Komagataella kurtzmanii	1342318	9079829	Contig
GCA_038381115.1	Phy27169	Phyllosticta paracitricarpa	2016321	29529839	Contig
GCA_009806415.1	ASM980641v1	Colletotrichum asianum	702518	64731264	Scaffold
GCA_000250695.1	Nema_parisii_ERTm2_V1	Nematocida ausubeli	1913371	4700711	Scaffold
GCA_038497415.1	Liptetr1	Lipomyces tetrasporus	54092	20463707	Scaffold
GCA_900007135.1	D_fabryi_PRJEB9676_v1	Debaryomyces fabryi	58627	11997750	Scaffold
GCA_001646985.1	ASM164698v1	Fonsecaea multimorphosa	979981	33391590	Scaffold
GCA_000507425.3	Cryp_heve_CBS569_V2	Kwoniella heveanensis CBS 569	1296119	25253281	Scaffold
GCA_001008285.1	ASM100828v1	Emmonsia crescens UAMH 3008	1247875	30697411	Scaffold
GCA_030411855.1	ASM3041185v1	Friedmanniomyces endolithicus	329885	46418954	Scaffold
GCA_014839855.1	UCS_PECH_1.0	Penicillium ucsense	2839758	30427638	Scaffold
GCA_003012285.1	Fusarium_longipes_NRRL20695_FLONG3_contigs	Fusarium longipes	694270	35314544	Scaffold
GCA_038497515.1	Lipori1_1	Lipomyces orientalis	1233043	19864541	Scaffold
GCA_035926155.1	ASM3592615v1	Elasticomyces elasticus	574655	73785195	Scaffold
GCA_963923925.1	CBS573.63_annotated_assembly_updated	Sporothrix epigloea	1892477	23040683	Contig
GCA_035928065.1	ASM3592806v1	Meristemomyces frigidus	1508187	26439004	Contig
GCA_020536175.1	ASM2053617v1	Wickerhamomyces mucosus	1378264	12923157	Scaffold
GCA_008704605.1	ASM870460v1	Trichomonascus ciferrii	44093	20534176	Scaffold
GCA_020536225.1	ASM2053622v1	Wickerhamomyces pijperi	599730	14706651	Scaffold
GCA_902651935.1	araThaAn1v1	Arabidopsis thaliana	3702	120129838	Scaffold
GCA_902705455.1	araThaC24v1	Arabidopsis thaliana	3702	119225180	Scaffold
GCA_947370325.1	CQS_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12073726	Contig
GCA_949124895.1	CQS_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12073726	Contig
GCA_949125895.1	CGH_1_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12103758	Scaffold
GCA_029990825.1	AGK.nuclear_genome	Saccharomyces cerevisiae	4932	12078496	Contig
GCA_949124045.1	AGK.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12078496	Contig
GCA_947369785.1	AMM_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12672561	Contig
GCA_949124425.1	AMM_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12672561	Contig
GCA_030036195.1	BAF_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	12025847	Contig
GCA_949124855.1	BAF_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12025847	Contig
GCA_029991355.1	CPG_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12091771	Contig
GCA_949125375.1	CPG_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12091771	Contig
GCA_030035975.1	AAC_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	11969102	Scaffold
GCA_949124335.1	AAC_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11969102	Scaffold
GCA_029990315.1	CCT_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12357081	Contig
GCA_949125495.1	CCT_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12357081	Contig
GCA_029991855.1	CDG_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12193818	Contig
GCA_949126065.1	CDG_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12193818	Contig
GCA_947370805.1	BDH_1b.nuclear_genome	Saccharomyces cerevisiae	4932	12090604	Contig
GCA_949124685.1	BDH_1b.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12090604	Contig
GCA_947369885.1	CPI_1c.nuclear_genome	Saccharomyces cerevisiae	4932	12035483	Scaffold
GCA_949125765.1	CPI_1c.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12035483	Scaffold
GCA_029990665.1	ALS_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12069622	Contig
GCA_949124125.1	ALS_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12069622	Contig
GCA_947370875.1	AHL.nuclear_genome	Saccharomyces cerevisiae	4932	12066693	Contig
GCA_949124345.1	AHL.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12066693	Contig
GCA_030036275.1	BPK_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	11676123	Contig
GCA_949124965.1	BPK_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11676123	Contig
GCA_029990725.1	CNB_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12119584	Scaffold
GCA_949124905.1	CNB_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12119584	Scaffold
GCA_947370245.1	ABA.nuclear_genome	Saccharomyces cerevisiae	4932	12109277	Contig
GCA_949124355.1	ABA.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12109277	Contig
GCA_947370585.1	CBK.nuclear_genome	Saccharomyces cerevisiae	4932	12250244	Scaffold
GCA_949125905.1	CBK.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12250244	Scaffold
GCA_029991605.1	BAG_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12062428	Contig
GCA_949124825.1	BAG_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12062428	Contig
GCA_949123945.1	BAF_HP2.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12018206	Contig
GCA_949125785.1	CPS_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12238627	Scaffold
GCA_949125245.1	BAD_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12078722	Contig
GCA_029989085.1	AMP_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12380288	Contig
GCA_949124115.1	AMP_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12380288	Contig
GCA_030036495.1	BBF_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	12247159	Contig
GCA_949124735.1	BBF_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12247159	Contig
GCA_947370535.1	CDA.nuclear_genome	Saccharomyces cerevisiae	4932	12102675	Contig
GCA_949125565.1	CDA.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12102675	Contig
GCA_029991755.1	CEQ_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11982662	Contig
GCA_949124935.1	CEQ_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11982662	Contig
GCA_947370885.1	BPG.nuclear_genome	Saccharomyces cerevisiae	4932	12099820	Contig
GCA_949124845.1	BPG.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12099820	Contig
GCA_029991075.1	BGP_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11927613	Contig
GCA_949124655.1	BGP_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11927613	Contig
GCA_947370495.1	APG.nuclear_genome	Saccharomyces cerevisiae	4932	12098357	Scaffold
GCA_949124575.1	APG.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12098357	Scaffold
GCA_029990685.1	AIE.nuclear_genome	Saccharomyces cerevisiae	4932	11929080	Contig
GCA_949124095.1	AIE.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11929080	Contig
GCA_949124495.1	BBT_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12222508	Scaffold
GCA_947370505.1	CEI_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11996716	Contig
GCA_949124885.1	CEI_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11996716	Contig
GCA_947369855.1	BAL_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11971140	Contig
GCA_949124715.1	BAL_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11971140	Contig
GCA_029991815.1	ACH.nuclear_genome	Saccharomyces cerevisiae	4932	12167093	Contig
GCA_949124295.1	ACH.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12167093	Contig
GCA_029991655.1	BAK_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11830897	Contig
GCA_949124465.1	BAK_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11830897	Contig
GCA_029990945.1	AEH.nuclear_genome	Saccharomyces cerevisiae	4932	12093243	Contig
GCA_949124265.1	AEH.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12093243	Contig
GCA_029991875.1	AEG.nuclear_genome	Saccharomyces cerevisiae	4932	11965478	Contig
GCA_949124055.1	AEG.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11965478	Contig
GCA_029990765.1	CHS_3a.nuclear_genome	Saccharomyces cerevisiae	4932	12047948	Contig
GCA_949125775.1	CHS_3a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12047948	Contig
GCA_947370665.1	ADI.nuclear_genome	Saccharomyces cerevisiae	4932	12927157	Contig
GCA_949124275.1	ADI.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12927157	Contig
GCA_949124205.1	ANM_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11949778	Scaffold
GCA_029990905.1	BGN_3a.nuclear_genome	Saccharomyces cerevisiae	4932	12071171	Contig
GCA_949124675.1	BGN_3a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12071171	Contig
GCA_947370185.1	AHG.nuclear_genome	Saccharomyces cerevisiae	4932	11841448	Contig
GCA_949124395.1	AHG.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11841448	Contig
GCA_949124925.1	BTE_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12101048	Scaffold
GCA_947370175.1	AVI_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12018964	Contig
GCA_949124835.1	AVI_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12018964	Contig
GCA_030036255.1	BFH_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	12149535	Contig
GCA_949124705.1	BFH_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12149535	Contig
GCA_947369975.1	AMH_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12175827	Contig
GCA_949124155.1	AMH_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12175827	Contig
GCA_029990745.1	CCQ_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11956162	Contig
GCA_949125505.1	CCQ_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11956162	Contig
GCA_947370025.1	BFP_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11877387	Contig
GCA_949124665.1	BFP_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11877387	Contig
GCA_029990705.1	BAP_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12232740	Scaffold
GCA_949124535.1	BAP_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12232740	Scaffold
GCA_947370255.1	BAI_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11868812	Contig
GCA_949124515.1	BAI_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11868812	Contig
GCA_947370435.1	BBM_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11945347	Contig
GCA_949124755.1	BBM_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11945347	Contig
GCA_949124485.1	AVN_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11789387	Contig
GCA_029990475.1	CFA.nuclear_genome	Saccharomyces cerevisiae	4932	11827564	Contig
GCA_949124865.1	CFA.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11827564	Contig
GCA_029990845.1	CPA_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12310174	Contig
GCA_949124875.1	CPA_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12310174	Contig
GCA_029990435.1	CDN_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11865127	Contig
GCA_949125275.1	CDN_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11865127	Contig
GCA_947370345.1	ASG.nuclear_genome	Saccharomyces cerevisiae	4932	11894638	Contig
GCA_949124595.1	ASG.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11894638	Contig
GCA_030036055.1	AIS_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	12038230	Contig
GCA_949124255.1	AIS_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12038230	Contig
GCA_029989845.1	CCC_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11862453	Contig
GCA_949124955.1	CCC_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11862453	Contig
GCA_947370715.1	CCN.nuclear_genome	Saccharomyces cerevisiae	4932	11885734	Contig
GCA_949125475.1	CCN.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11885734	Contig
GCA_029990395.1	CFS.nuclear_genome	Saccharomyces cerevisiae	4932	11838738	Contig
GCA_949125725.1	CFS.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11838738	Contig
GCA_947369865.1	BAQ_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11968198	Contig
GCA_949124725.1	BAQ_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11968198	Contig
GCA_949124415.1	ANL_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11783953	Contig
GCA_947369955.1	BLD_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11820354	Contig
GCA_949124555.1	BLD_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11820354	Contig
GCA_030036415.1	CLL_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	11914925	Scaffold
GCA_949125335.1	CLL_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11914925	Scaffold
GCA_947370445.1	ATM_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11906936	Contig
GCA_949124615.1	ATM_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11906936	Contig
GCA_949124625.1	ATV_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11963809	Scaffold
GCA_947370275.1	BDF_1d.nuclear_genome	Saccharomyces cerevisiae	4932	12116088	Contig
GCA_949124565.1	BDF_1d.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12116088	Contig
GCA_947369935.1	AIG.nuclear_genome	Saccharomyces cerevisiae	4932	11952679	Scaffold
GCA_949124105.1	AIG.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11952679	Scaffold
GCA_030035995.1	AEL_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	12078639	Contig
GCA_949124135.1	AEL_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12078639	Contig
GCA_029991395.1	CAS_1a.nuclear_genome	Saccharomyces cerevisiae	4932	11930055	Scaffold
GCA_949125665.1	CAS_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11930055	Scaffold
GCA_029990125.1	ADE.nuclear_genome	Saccharomyces cerevisiae	4932	11799794	Contig
GCA_949124235.1	ADE.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11799794	Contig
GCA_030036395.1	CKB_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	11838583	Contig
GCA_949125415.1	CKB_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11838583	Contig
GCA_029990335.1	AFI.nuclear_genome	Saccharomyces cerevisiae	4932	11884701	Contig
GCA_949124405.1	AFI.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11884701	Contig
GCA_030036015.1	AFH.nuclear_genome	Saccharomyces cerevisiae	4932	12090586	Contig
GCA_949124075.1	AFH.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12090586	Contig
GCA_029990865.1	CRL.nuclear_genome	Saccharomyces cerevisiae	4932	11954723	Contig
GCA_949125125.1	CRL.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11954723	Contig
GCA_947370305.1	ACA.nuclear_genome	Saccharomyces cerevisiae	4932	12292069	Contig
GCA_949124315.1	ACA.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12292069	Contig
GCA_029990925.1	BDM_1a.nuclear_genome	Saccharomyces cerevisiae	4932	12249549	Scaffold
GCA_949124785.1	BDM_1a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12249549	Scaffold
GCA_029990535.1	AQG_2a.nuclear_genome	Saccharomyces cerevisiae	4932	12028136	Contig
GCA_949124765.1	AQG_2a.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	12028136	Contig
GCA_029990965.1	AAR.nuclear_genome	Saccharomyces cerevisiae	4932	11920395	Contig
GCA_949124305.1	AAR.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11920395	Contig
GCA_030036435.1	CMF_collapsed.nuclear_genome	Saccharomyces cerevisiae	4932	11978339	Contig
GCA_949125345.1	CMF_collapsed.nuclear_genome.ScRAP	Saccharomyces cerevisiae	4932	11978339	Contig
