"","Group","Accn","Organism_Taxonomic_ID","Organism.Name","SIN1All","SIN1Domain","RICTORAll","RICTORDomain","RAPTORAll","RAPTORDomain","TORAll","TORDomain","LST8All","LST8Domain","source","Class.name","Phylum.name","Order.name","Family.name","Genus.name"
"234","Alveolata","GCA_000149665.2",137071,"Plasmodium falciparum HB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"235","Alveolata","GCA_000186055.2",580059,"Plasmodium falciparum IGH-CR14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"236","Alveolata","GCA_000186025.2",580058,"Plasmodium falciparum RAJ116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"237","Alveolata","GCA_000521075.1",1036726,"Plasmodium falciparum NF135/5.C10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"238","Alveolata","GCA_000150435.3",57266,"Plasmodium falciparum 7G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"239","Alveolata","GCA_000521115.1",5835,"Plasmodium falciparum CAMP/Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"240","Alveolata","GCA_000150455.3",478859,"Plasmodium falciparum Santa Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"241","Alveolata","GCA_000521015.1",1036723,"Plasmodium falciparum Vietnam Oak-Knoll (FVO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"242","Alveolata","GCA_000521055.1",1036725,"Plasmodium falciparum Tanzania (2000708)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"243","Alveolata","GCA_000401715.2",1237627,"Plasmodium falciparum UGT5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"244","Alveolata","GCA_000521035.1",1036727,"Plasmodium falciparum MaliPS096_E11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"245","Alveolata","GCA_000521095.1",57270,"Plasmodium falciparum Palo Alto/Uganda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"246","Alveolata","GCA_000521155.1",1036724,"Plasmodium falciparum FCH/4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"247","Alveolata","GCA_000149715.2",507601,"Toxoplasma gondii GT1",NA,NA,NA,NA,NA,NA,681.1,681.1,125.3,117.1,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"248","Alveolata","GCA_000150015.2",432359,"Toxoplasma gondii VEG",NA,NA,NA,NA,NA,NA,727,727,125.2,118,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"249","Alveolata","GCA_000224845.2",933077,"Toxoplasma gondii VAND",NA,NA,NA,NA,NA,NA,727.5,727.5,125.3,117.1,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"250","Alveolata","GCA_000325525.2",1130820,"Toxoplasma gondii GAB2-2007-GAL-DOM2",NA,NA,NA,NA,NA,NA,727,727,125.3,117.1,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"251","Alveolata","GCA_000224885.2",943119,"Toxoplasma gondii p89",NA,NA,NA,NA,NA,NA,726.5,726.5,125.4,117.1,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"252","Alveolata","GCA_000250965.2",1074872,"Toxoplasma gondii ARI",NA,NA,NA,NA,NA,NA,728.5,728.5,125.2,118,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"253","Alveolata","GCA_000224865.2",943118,"Toxoplasma gondii MAS",NA,NA,NA,NA,NA,NA,726.1,726.1,125.2,118,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"254","Alveolata","GCA_000256725.2",1130821,"Toxoplasma gondii TgCatPRC2",NA,NA,NA,NA,NA,NA,728.5,728.5,126.3,118.6,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"255","Alveolata","GCA_000224905.2",943167,"Toxoplasma gondii FOU",NA,NA,NA,NA,NA,NA,725.8,725.8,125.3,117.1,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"256","Alveolata","GCA_000224805.2",935652,"Toxoplasma gondii RUB",NA,NA,NA,NA,NA,NA,533.6,531.8,125.4,117.1,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"257","Alveolata","GCA_000320665.2",1035515,"Plasmodium vivax Mauritania I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"258","Alveolata","GCA_000320645.2",1033975,"Plasmodium vivax Brazil I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"259","Alveolata","GCA_000320685.2",1035514,"Plasmodium vivax North Korean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"260","Alveolata","GCA_000320625.2",1077284,"Plasmodium vivax India VII",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"261","Alveolata","GCA_000505035.1",1323249,"Plasmodium yoelii 17X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"262","Alveolata","GCA_000499545.1",5802,"Eimeria tenella",NA,NA,NA,NA,NA,NA,215.4,215.2,117.3,115.7,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"263","Alveolata","GCA_002140095.1",5850,"Plasmodium knowlesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"264","Alveolata","GCA_030849525.1",33632,"Babesia gibsoni",NA,NA,NA,NA,NA,NA,335.7,335.7,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"265","Alveolata","GCA_018398725.1",32595,"Babesia divergens",NA,NA,NA,NA,NA,NA,331.8,330.9,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"266","Alveolata","GCA_000499445.1",51316,"Eimeria praecox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"267","Alveolata","GCA_905231905.1",2952,"Symbiodinium pilosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Dinophyceae",NA,"Suessiales","Symbiodiniaceae","Symbiodinium"
"268","Alveolata","GCA_900088565.1",864141,"Plasmodium ovale curtisi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"269","Alveolata","GCA_000769155.2",88456,"Cyclospora cayetanensis",NA,NA,NA,NA,NA,NA,288.5,288.3,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Cyclospora"
"270","Alveolata","GCA_000258005.2",99158,"Hammondia hammondi",NA,NA,NA,NA,NA,NA,729.8,729.8,124.8,119.4,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Hammondia"
"271","Alveolata","GCA_905221625.1",230985,"Symbiodinium sp. KB8",NA,NA,NA,NA,NA,NA,777.2,776.9,373,372.7,"NCBI","Dinophyceae",NA,"Suessiales","Symbiodiniaceae","Symbiodinium"
"272","Alveolata","Amoce1",1775427,"Amoebophrya ceratii AT5.2",NA,NA,NA,NA,NA,NA,228.8,228.6,NA,NA,"JGI","Dinophyceae",NA,"Syndiniales","Amoebophryaceae","Amoebophrya"
"273","Alveolata","Chrveli1",1169474,"Chromera velia CCMP2878",NA,NA,NA,NA,418.8,338,936.7,936.5,310.8,310.5,"JGI",NA,NA,NA,"Chromeraceae","Chromera"
"274","Alveolata","Fugka2468",2697096,"Fugacium kawagutii CCMP2468",NA,NA,NA,NA,NA,NA,245.2,232.5,811.4,106,"JGI","Dinophyceae",NA,"Suessiales","Symbiodiniaceae","Fugacium"
"275","Alveolata","Bremi1",2499525,"Breviolum minutum",NA,NA,NA,NA,NA,NA,446.4,446.4,153.5,111.3,"JGI","Dinophyceae",NA,"Suessiales","Symbiodiniaceae","Breviolum"
"276","Alveolata","Partet1",412030,"Paramecium tetraurelia d4_2",203.7,203.3,896.6,896.4,NA,NA,1157.5,1157.2,319.1,318.9,"JGI","Oligohymenophorea","Ciliophora","Peniculida","Parameciidae","Paramecium"
"277","Rhizaria","GCA_040357565.1",1215613,"Cercozoa sp. M6MM",NA,NA,NA,NA,NA,NA,548.4,548.2,113.2,112.5,"NCBI",NA,"Cercozoa",NA,NA,NA
"278","Rhizaria","GCA_039583845.1",2184066,"Marteilia pararefringens",NA,NA,NA,NA,NA,NA,368.4,368,NA,NA,"NCBI","Ascetosporea","Endomyxa","Paramyxida","Marteiliidae","Marteilia"
"279","Rhizaria","GCA_000512085.1",46433,"Reticulomyxa filosa",NA,NA,299.9,299.5,230.3,230.1,1254,1253.6,296.5,296.4,"NCBI",NA,"Foraminifera",NA,"Reticulomyxidae","Reticulomyxa"
"280","Rhizaria","GCA_040357535.1",2844372,"Paramarteilia canceri",NA,NA,NA,NA,102.6,102.5,115.8,115,NA,NA,"NCBI","Ascetosporea","Endomyxa","Paramyxida","Marteiliidae","Paramarteilia"
"281","Rhizaria","GCA_040357525.1",126728,"Bonamia ostreae",NA,NA,123,122.7,NA,NA,158.5,158.3,104.1,103.8,"NCBI","Ascetosporea","Endomyxa","Haplosporida",NA,"Bonamia"
"282","Rhizaria","GCA_001049375.1",37360,"Plasmodiophora brassicae",NA,NA,488.3,343.5,1158.5,1154,1560.5,1560.2,354.5,354.2,"NCBI","Phytomyxea","Endomyxa","Plasmodiophorida","Plasmodiophoridae","Plasmodiophora"
"283","Rhizaria","GCA_009731375.1",1928728,"Paulinella micropora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Imbricatea","Cercozoa","Euglyphida","Paulinellidae","Paulinella"
"284","Rhizaria","GCA_000698435.2",641309,"Lotharella oceanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Chlorarachniophyceae","Cercozoa",NA,NA,"Lotharella"
"285","Rhizaria","Bigna1",753081,"Bigelowiella natans CCMP2755 v1.0",NA,NA,413.3,411.9,415.2,414.9,1391.1,1389.6,423.8,423.6,"JGI","Chlorarachniophyceae","Cercozoa",NA,NA,"Bigelowiella"
"286","Rhodophyta","GCA_000091205.1",280699,"Cyanidioschyzon merolae strain 10D",NA,NA,NA,NA,1005.4,998.9,1087.7,1087.4,281.1,281,"NCBI","Bangiophyceae","Rhodophyta","Cyanidiales","Cyanidiaceae","Cyanidioschyzon"
"287","Rhodophyta","GCA_009829735.1",2788,"Neopyropia yezoensis",NA,NA,NA,NA,926.9,828.9,1207,1206.6,170.2,157,"NCBI","Bangiophyceae","Rhodophyta","Bangiales","Bangiaceae","Neopyropia"
"288","Rhodophyta","GCA_000341285.1",130081,"Galdieria sulphuraria",NA,NA,NA,NA,1020.5,1015.5,1258.3,1257.9,194,193.7,"NCBI","Bangiophyceae","Rhodophyta","Galdieriales","Galdieriaceae","Galdieria"
"289","Rhodophyta","GCA_008690995.1",35688,"Porphyridium purpureum",NA,NA,NA,NA,1059.4,1058.9,1165,1164.3,228.6,228.3,"NCBI","Bangiophyceae","Rhodophyta","Porphyridiales","Porphyridiaceae","Porphyridium"
"290","Rhodophyta","GCA_003194525.1",448386,"Gracilariopsis chorda",NA,NA,NA,NA,866.9,866,950.7,950.7,140.1,114.6,"NCBI","Florideophyceae","Rhodophyta","Gracilariales","Gracilariaceae","Gracilariopsis"
"291","Rhodophyta","GCA_002049455.2",2786,"Porphyra umbilicalis",NA,NA,NA,NA,284.8,284.4,1089.1,1088.7,133.9,101.6,"NCBI","Bangiophyceae","Rhodophyta","Bangiales","Bangiaceae","Porphyra"
"292","Rhodophyta","GCA_000350225.2",2769,"Chondrus crispus",NA,NA,NA,NA,787.9,786.3,924.5,924.2,146.1,126.2,"NCBI","Florideophyceae","Rhodophyta","Gigartinales","Gigartinaceae","Chondrus"
"293","Rhodophyta","GCA_013995675.1",2690220,"Cyanidiococcus yangmingshanensis",NA,NA,NA,NA,1041.2,893.2,1080.4,1079.5,287.2,287.1,"NCBI","Bangiophyceae","Rhodophyta","Cyanidiales","Cyanidiaceae","Cyanidiococcus"
"294","Rhodophyta","GCA_025991245.1",83374,"Galdieria partita",NA,NA,NA,NA,1012,1006,1243.6,1243.3,186.7,186.5,"NCBI","Bangiophyceae","Rhodophyta","Galdieriales","Galdieriaceae","Galdieria"
"295","Rhodophyta","GCA_022539475.1",172961,"Gracilaria domingensis",NA,NA,NA,NA,758.1,757.1,1014.3,1013.9,119.2,118.4,"NCBI","Florideophyceae","Rhodophyta","Gracilariales","Gracilariaceae","Gracilaria"
"296","Rhodophyta","GCA_029953675.1",101924,"Rhodosorus marinus",NA,NA,NA,NA,1079.1,1067.4,1275.8,1275.5,272.1,272,"NCBI","Stylonematophyceae","Rhodophyta","Stylonematales","Stylonemataceae","Rhodosorus"
"297","Rhodophyta","GCA_042855435.1",683352,"Pyropia vietnamensis",NA,NA,NA,NA,951.3,945,1208.5,1208.2,142,141.6,"NCBI","Bangiophyceae","Rhodophyta","Bangiales","Bangiaceae","Pyropia"
"298","Rhodophyta","GCA_026184775.1",2771,"Cyanidium caldarium",NA,NA,NA,NA,1015,898.3,1147.2,1146.8,298.9,298.7,"NCBI","Bangiophyceae","Rhodophyta","Cyanidiales","Cyanidiaceae","Cyanidium"
"299","Rhodophyta","GCA_026122205.1",3028027,"Galdieria yellowstonensis",NA,NA,NA,NA,1023.7,1018.4,1276.8,1276.5,184.2,183.9,"NCBI","Bangiophyceae","Rhodophyta","Galdieriales","Galdieriaceae","Galdieria"
"300","Streptophyta","GCA_030704535.1",29760,"Vitis vinifera",NA,NA,NA,NA,1656.2,1655.8,2312.6,2312.3,494.5,494.3,"NCBI","Magnoliopsida","Streptophyta","Vitales","Vitaceae","Vitis"
"301","Streptophyta","GCA_022201045.1",2711,"Citrus sinensis",NA,NA,NA,NA,1666.1,1665.8,2218,2217.7,489.4,489.2,"NCBI","Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus"
"302","Streptophyta","GCA_034359265.1",4628,"Canna indica",NA,NA,NA,NA,1600.2,1599.7,2079.1,2078.9,492.4,492.3,"NCBI","Magnoliopsida","Streptophyta","Zingiberales","Cannaceae","Canna"
"303","Streptophyta","GCA_041154625.1",378228,"Prunus speciosa",NA,NA,NA,NA,1682,1681.6,2205.4,2205.1,503.1,502.9,"NCBI","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"304","Streptophyta","GCA_000001735.2",3702,"Arabidopsis thaliana",NA,NA,NA,NA,1628.6,1628.2,2139.9,2139.6,482.8,482.6,"NCBI","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"305","Streptophyta","GCA_037833965.1",1480154,"Marchantia polymorpha subsp. ruderalis",NA,NA,NA,NA,1570.7,1570.3,1888.6,1888.3,473.6,473.5,"NCBI","Marchantiopsida","Streptophyta","Marchantiales","Marchantiaceae","Marchantia"
"306","Streptophyta","GCA_900231445.1",4567,"Triticum turgidum subsp. durum",NA,NA,NA,NA,1625,1624.6,2048.1,2047.8,497.9,497.6,"NCBI","Magnoliopsida","Streptophyta","Poales","Poaceae","Triticum"
"307","Streptophyta","GCA_001625215.2",79200,"Daucus carota subsp. sativus",NA,NA,NA,NA,1637.3,1637,2197.3,2197,497.8,497.7,"NCBI","Magnoliopsida","Streptophyta","Apiales","Apiaceae","Daucus"
"308","Streptophyta","GCA_030408175.1",3899,"Trifolium repens",NA,NA,NA,NA,1624.1,1623.7,2124.8,2124.5,500,499.8,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Trifolium"
"309","Streptophyta","GCA_905216605.1",38785,"Arabidopsis arenosa",NA,NA,NA,NA,886.6,704.8,2145.6,2145.3,486.6,486.4,"NCBI","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"310","Streptophyta","GCA_036885675.1",3915,"Vigna mungo",NA,NA,NA,NA,104,103.8,2053.1,2052.3,475,474.7,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vigna"
"311","Streptophyta","GCA_028411795.1",38846,"Euphorbia peplus",NA,NA,NA,NA,1661.9,1661.4,2167.1,2166.9,487.5,487.4,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Euphorbia"
"312","Streptophyta","GCA_046055965.1",153742,"Cinchona calisaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Magnoliopsida","Streptophyta","Gentianales","Rubiaceae","Cinchona"
"313","Streptophyta","GCA_023547065.1",320322,"Musa troglodytarum",NA,NA,NA,NA,1622.6,1622.2,2038.1,2037.7,479.3,478.9,"NCBI","Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa"
"314","Streptophyta","GCA_963425845.1",92480,"Sphenostylis stenocarpa",NA,NA,NA,NA,1594,1593.4,1680,1679.6,501.2,501,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Sphenostylis"
"315","Streptophyta","GCA_039513925.1",2320716,"Platanthera zijinensis",NA,NA,NA,NA,1598.8,1598.6,2100,2099.7,485,484.9,"NCBI","Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Platanthera"
"316","Streptophyta","GCA_949927565.1",75948,"Lactuca saligna",NA,NA,NA,NA,1663.9,1663.5,2183.6,2183.3,447.3,447,"NCBI","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Lactuca"
"317","Streptophyta","GCA_000004515.5",3847,"Glycine max",NA,NA,NA,NA,1656.9,1656.5,2197,2196.7,499.2,499,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine"
"318","Streptophyta","GCA_007990345.1",3635,"Gossypium hirsutum",NA,NA,NA,NA,1664.4,1664,2230.2,2229.9,502,501.9,"NCBI","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"319","Streptophyta","GCA_020379485.1",3708,"Brassica napus",NA,NA,NA,NA,1615,1614.5,2140.2,2139.9,486.5,486.4,"NCBI","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"320","Streptophyta","GCA_000003195.3",4558,"Sorghum bicolor",NA,NA,NA,NA,1621.7,1621.3,2067.1,2066.8,495.4,495.1,"NCBI","Magnoliopsida","Streptophyta","Poales","Poaceae","Sorghum"
"321","Streptophyta","GCA_003473485.2",3880,"Medicago truncatula",NA,NA,NA,NA,1623.4,1623,2118.6,2118.3,496.3,496,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Medicago"
"322","Streptophyta","GCA_000004075.3",3659,"Cucumis sativus",NA,NA,NA,NA,1650.8,1650.4,2192.7,2192.3,188.6,102,"NCBI","Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Cucumis"
"323","Streptophyta","GCA_000346465.2",3760,"Prunus persica",NA,NA,NA,NA,1683,1682.6,2206.6,2206.3,503.6,503.4,"NCBI","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"324","Streptophyta","GCA_000499845.2",3885,"Phaseolus vulgaris",NA,NA,NA,NA,1651.5,1651.1,2197.8,2197.5,498.9,498.7,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Phaseolus"
"325","Streptophyta","GCA_001659605.2",3983,"Manihot esculenta",NA,NA,NA,NA,1668.2,1667.8,2191.1,2190.8,496.7,496.4,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Manihot"
"326","Streptophyta","GCA_000005505.4",15368,"Brachypodium distachyon",NA,NA,NA,NA,1607.6,1607.2,2052.8,2052.5,496.1,495.8,"NCBI","Magnoliopsida","Streptophyta","Poales","Poaceae","Brachypodium"
"327","Streptophyta","GCA_002870075.4",4236,"Lactuca sativa",NA,NA,NA,NA,1603.4,1600.3,2174.9,2174.6,500.4,500.2,"NCBI","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Lactuca"
"328","Streptophyta","GCA_000002775.4",3694,"Populus trichocarpa",NA,NA,NA,NA,1641.4,1641,2193.8,2193.5,500.8,500.5,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus"
"329","Streptophyta","GCA_030052815.1",3981,"Hevea brasiliensis",NA,NA,NA,NA,1656,1655.6,2188.2,2187.9,497.6,497.4,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Hevea"
"330","Streptophyta","GCA_024323335.2",3888,"Pisum sativum",NA,NA,NA,NA,1628.5,1628,2119.2,2118.9,495.4,495.2,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Pisum"
"331","Streptophyta","GCA_002127325.2",4232,"Helianthus annuus",NA,NA,NA,NA,1655,1654.6,2184.3,2184,499.7,499.5,"NCBI","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Helianthus"
"332","Streptophyta","GCA_000263155.2",4555,"Setaria italica",NA,NA,NA,NA,1624.1,1623.6,2051.4,2051.1,496.3,496,"NCBI","Magnoliopsida","Streptophyta","Poales","Poaceae","Setaria"
"333","Streptophyta","GCA_000801105.3",3726,"Raphanus sativus",NA,NA,NA,NA,1617.3,1616.9,2135.6,2135.4,486.5,486.4,"NCBI","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Raphanus"
"334","Streptophyta","GCA_016808335.1",38727,"Panicum virgatum",NA,NA,NA,NA,1627.1,1626.6,2062.8,2062.5,496.4,496.1,"NCBI","Magnoliopsida","Streptophyta","Poales","Poaceae","Panicum"
"335","Streptophyta","GCA_964271285.1",81970,"Arabidopsis halleri",NA,NA,NA,NA,1626.2,1625.8,2143.5,2143.2,485.4,485.2,"NCBI","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"336","Streptophyta","GCA_001411555.2",51240,"Juglans regia",NA,NA,NA,NA,1657.2,1656.9,2165,2164.7,497.3,497,"NCBI","Magnoliopsida","Streptophyta","Fagales","Juglandaceae","Juglans"
"337","Streptophyta","GCA_015852605.2",3696,"Populus deltoides",NA,NA,NA,NA,1617.7,1617.3,2135.6,2135.2,490.6,490.4,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus"
"338","Streptophyta","GCA_029852735.1",3435,"Persea americana",263.4,263,NA,NA,1609.8,1609.4,1650.8,1650.5,492.4,492.1,"NCBI","Magnoliopsida","Streptophyta","Laurales","Lauraceae","Persea"
"339","Streptophyta","GCA_948472305.1",3906,"Vicia faba",NA,NA,NA,NA,1639.4,1639,2120.2,2119.9,495.8,495.6,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vicia"
"340","Streptophyta","GCA_005286985.2",4556,"Setaria viridis",NA,NA,NA,NA,1625,1624.5,2071,2070.7,496.3,496,"NCBI","Magnoliopsida","Streptophyta","Poales","Poaceae","Setaria"
"341","Streptophyta","GCA_018804465.1",118781,"Populus tomentosa",NA,NA,NA,NA,1602.8,1602.1,2162.6,2162.1,500.8,500.5,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus"
"342","Streptophyta","GCA_002994745.2",74649,"Rosa chinensis",NA,NA,NA,NA,1662.4,1662.1,2194.4,2194.1,503.4,503.2,"NCBI","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Rosa"
"343","Streptophyta","GCA_030272615.1",3369,"Cryptomeria japonica",NA,NA,NA,NA,1614.6,1614.1,2055.7,2055.4,503.2,502.9,"NCBI","Pinopsida","Streptophyta","Cupressales","Cupressaceae","Cryptomeria"
"344","Streptophyta","GCA_018446385.1",94328,"Zingiber officinale",NA,NA,NA,NA,1585.2,1584.8,2048.3,2048,475.1,474.9,"NCBI","Magnoliopsida","Streptophyta","Zingiberales","Zingiberaceae","Zingiber"
"345","Streptophyta","GCA_032690845.1",191504,"Eleusine coracana subsp. coracana",NA,NA,NA,NA,1618.2,1617.8,1919.4,1919,496,495.8,"NCBI","Magnoliopsida","Streptophyta","Poales","Poaceae","Eleusine"
"346","Streptophyta","GCA_902201215.1",3755,"Prunus dulcis",NA,NA,NA,NA,1676.8,1676.4,2192.6,2192.3,502.6,502.4,"NCBI","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"347","Streptophyta","GCA_001876935.1",4686,"Asparagus officinalis",NA,NA,NA,NA,1455.4,990.8,1547,1546.6,494.2,493.4,"NCBI","Magnoliopsida","Streptophyta","Asparagales","Asparagaceae","Asparagus"
"348","Streptophyta","GCA_004193775.2",3848,"Glycine soja",NA,NA,NA,NA,1656.9,1656.5,2197,2196.7,499.2,499,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine"
"349","Streptophyta","GCA_016808095.1",3914,"Vigna angularis",NA,NA,NA,NA,1648.5,1648.1,2202,2201.7,498.6,498.4,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vigna"
"350","Streptophyta","GCA_018687715.1",32201,"Carya illinoinensis",NA,NA,NA,NA,1653,1652.6,2154.9,2154.6,499.5,499.4,"NCBI","Magnoliopsida","Streptophyta","Fagales","Juglandaceae","Carya"
"351","Streptophyta","GCA_040584065.1",52824,"Brassica carinata",NA,NA,NA,NA,1614.9,1614.5,2137,2136.7,486.5,486.4,"NCBI","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"352","Streptophyta","GCA_003573695.1",3469,"Papaver somniferum",NA,NA,NA,NA,1622.5,1622.1,2124.3,2123.9,493,492.8,"NCBI","Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Papaver"
"353","Streptophyta","GCA_022539455.1",94219,"Dendrobium nobile",NA,NA,NA,NA,1622.9,1622.6,3401.7,1931.3,485,484.9,"NCBI","Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Dendrobium"
