"Accn","Group","Organism.Taxonomic.ID","Organism.Name","SIN1","RICTOR","RAPTOR","TOR","LST8","D1","Class.name","Phylum.name","Order.name","Family.name","Genus.name","Source"
"GCA_008403515.1","Discoba",5763,"Naegleria fowleri",NA,"H","H","H","L",NA,NA,"Heterolobosea",NA,"Vahlkampfiidae","Naegleria","NCBI"
"GCA_009731335.1","Discoba",5689,"Leishmania tarentolae",NA,"H","H","H","H",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania","NCBI"
"GCA_017916305.1","Discoba",5663,"Leishmania enriettii",NA,"H","H","H","H",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania","NCBI"
"GCA_017916325.1","Discoba",1580590,"Leishmania martiniquensis",NA,"H","H","H","H",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania","NCBI"
"GCA_017916335.1","Discoba",2249476,"Leishmania orientalis",NA,"H","H","H","H",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania","NCBI"
"GCA_017918215.1","Discoba",2803181,"Leishmania sp. Ghana 2012 LV757",NA,"H","H","H","H",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania","NCBI"
"GCA_017918225.1","Discoba",2802991,"Leishmania sp. Namibia",NA,"H","H","H","H",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania","NCBI"
"GCA_017918235.1","Discoba",2761500,"Porcisia hertigi",NA,"H","H","H","M",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Porcisia","NCBI"
"GCA_019188245.1","Discoba",1808958,"Novymonas esmeraldas",NA,NA,"H","H","M",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Novymonas","NCBI"
"GCA_019425475.1","Discoba",5699,"Trypanosoma vivax",NA,"H","H","H","M",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma","NCBI"
"GCA_022059095.1","Discoba",715481,"Trypanosoma melophagium",NA,"H","H","H","M",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Trypanosoma","NCBI"
"GCA_024505685.1","Discoba",5660,"Leishmania braziliensis",NA,"H","H","H","H",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania","NCBI"
"GCA_026419775.2","Discoba",1008807,"Acrasis kona",NA,"H","H","H","H",NA,NA,"Heterolobosea",NA,"Acrasidae","Acrasis","NCBI"
"GCA_030068145.1","Discoba",91374,"Diplonema papillatum",NA,"H","H","H","H",NA,"Diplonemea","Euglenozoa",NA,"Diplonemidae","Diplonema","NCBI"
"GCA_040363505.1","Discoba",653362,"Leishmania utingensis",NA,"H","H","H","H",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania","NCBI"
"GCA_040363515.1","Discoba",5680,"Leishmania shawi",NA,"H","H","H","H",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania","NCBI"
"GCA_040363635.1","Discoba",5678,"Leishmania naiffi",NA,"H","H","H","H",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania","NCBI"
"GCA_040363675.1","Discoba",651832,"Leishmania lindenbergi",NA,"H","H","H","H",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania","NCBI"
"GCA_900500625.2","Discoba",5671,"Leishmania infantum",NA,"H","H","H","H",NA,"Kinetoplastea","Euglenozoa","Trypanosomatida","Trypanosomatidae","Leishmania","NCBI"
"Euggra1","Excavata",3039,"Euglena gracilis CCAP 1224/5Z v1.0",NA,NA,"H","H","L","L","Euglenida","Euglenozoa","Euglenales","Euglenaceae","Euglena","JGI"
"Giaint1","Excavata",184922,"Giardia intestinalis ATCC 50803",NA,NA,"H","H","M",NA,NA,"Fornicata","Diplomonadida","Hexamitidae","Giardia","JGI"
"GCA_000512085.1","Rhizaria",46433,"Reticulomyxa filosa",NA,"M","L","M","L",NA,NA,"Foraminifera",NA,"Reticulomyxidae","Reticulomyxa","NCBI"
"GCA_000698435.2","Rhizaria",641309,"Lotharella oceanica",NA,NA,NA,NA,NA,"H","Chlorarachniophyceae","Cercozoa",NA,NA,"Lotharella","NCBI"
"GCA_001049375.1","Rhizaria",37360,"Plasmodiophora brassicae",NA,"H","H","M","L",NA,"Phytomyxea","Endomyxa","Plasmodiophorida","Plasmodiophoridae","Plasmodiophora","NCBI"
"GCA_009731375.1","Rhizaria",1928728,"Paulinella micropora",NA,NA,NA,NA,NA,"H","Imbricatea","Cercozoa","Euglyphida","Paulinellidae","Paulinella","NCBI"
"GCA_039583845.1","Rhizaria",2184066,"Marteilia pararefringens",NA,NA,NA,"L",NA,NA,"Ascetosporea","Endomyxa","Paramyxida","Marteiliidae","Marteilia","NCBI"
"GCA_040357525.1","Rhizaria",126728,"Bonamia ostreae",NA,"L",NA,"L","L",NA,"Ascetosporea","Endomyxa","Haplosporida",NA,"Bonamia","NCBI"
"GCA_040357535.1","Rhizaria",2844372,"Paramarteilia canceri",NA,NA,"L","L",NA,NA,"Ascetosporea","Endomyxa","Paramyxida","Marteiliidae","Paramarteilia","NCBI"
"GCA_040357565.1","Rhizaria",1215613,"Cercozoa sp. M6MM",NA,NA,NA,"L","L",NA,NA,"Cercozoa",NA,NA,NA,"NCBI"
"Bigna1","Rhizaria",753081,"Bigelowiella natans CCMP2755 v1.0",NA,"H","H","H","H",NA,"Chlorarachniophyceae","Cercozoa",NA,NA,"Bigelowiella","JGI"
"GCA_000091205.1","Rhodophyta",280699,"Cyanidioschyzon merolae strain 10D",NA,NA,"H","H","M",NA,"Bangiophyceae","Rhodophyta","Cyanidiales","Cyanidiaceae","Cyanidioschyzon","NCBI"
"GCA_000341285.1","Rhodophyta",130081,"Galdieria sulphuraria",NA,NA,"H","H","M","H","Bangiophyceae","Rhodophyta","Galdieriales","Galdieriaceae","Galdieria","NCBI"
"GCA_000350225.2","Rhodophyta",2769,"Chondrus crispus",NA,NA,"H","H","L","H","Florideophyceae","Rhodophyta","Gigartinales","Gigartinaceae","Chondrus","NCBI"
"GCA_002049455.2","Rhodophyta",2786,"Porphyra umbilicalis",NA,NA,"M","H","L","H","Bangiophyceae","Rhodophyta","Bangiales","Bangiaceae","Porphyra","NCBI"
"GCA_003194525.1","Rhodophyta",448386,"Gracilariopsis chorda",NA,NA,"H","H","L",NA,"Florideophyceae","Rhodophyta","Gracilariales","Gracilariaceae","Gracilariopsis","NCBI"
"GCA_008690995.1","Rhodophyta",35688,"Porphyridium purpureum",NA,NA,"H","H","M",NA,"Bangiophyceae","Rhodophyta","Porphyridiales","Porphyridiaceae","Porphyridium","NCBI"
"GCA_009829735.1","Rhodophyta",2788,"Neopyropia yezoensis",NA,NA,"H","H","M",NA,"Bangiophyceae","Rhodophyta","Bangiales","Bangiaceae","Neopyropia","NCBI"
"GCA_013995675.1","Rhodophyta",2690220,"Cyanidiococcus yangmingshanensis",NA,NA,"H","H","M",NA,"Bangiophyceae","Rhodophyta","Cyanidiales","Cyanidiaceae","Cyanidiococcus","NCBI"
"GCA_022539475.1","Rhodophyta",172961,"Gracilaria domingensis",NA,NA,"H","H","L","H","Florideophyceae","Rhodophyta","Gracilariales","Gracilariaceae","Gracilaria","NCBI"
"GCA_025991245.1","Rhodophyta",83374,"Galdieria partita",NA,NA,"H","H","M","H","Bangiophyceae","Rhodophyta","Galdieriales","Galdieriaceae","Galdieria","NCBI"
"GCA_026122205.1","Rhodophyta",3028027,"Galdieria yellowstonensis",NA,NA,"H","H","M",NA,"Bangiophyceae","Rhodophyta","Galdieriales","Galdieriaceae","Galdieria","NCBI"
"GCA_026184775.1","Rhodophyta",2771,"Cyanidium caldarium",NA,NA,"H","H","M",NA,"Bangiophyceae","Rhodophyta","Cyanidiales","Cyanidiaceae","Cyanidium","NCBI"
"GCA_029953675.1","Rhodophyta",101924,"Rhodosorus marinus",NA,NA,"H","H","M",NA,"Stylonematophyceae","Rhodophyta","Stylonematales","Stylonemataceae","Rhodosorus","NCBI"
"GCA_042855435.1","Rhodophyta",683352,"Pyropia vietnamensis",NA,NA,"H","H","L",NA,"Bangiophyceae","Rhodophyta","Bangiales","Bangiaceae","Pyropia","NCBI"
"GCA_000142945.1","Stramenopiles",403677,"Phytophthora infestans T30-4","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_000149405.2","Stramenopiles",296543,"Thalassiosira pseudonana CCMP1335",NA,NA,"H","H","H","M","Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Thalassiosiraceae","Thalassiosira","NCBI"
"GCA_000149755.2","Stramenopiles",67593,"Phytophthora sojae","M","H","H","H","M",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_000150955.2","Stramenopiles",556484,"Phaeodactylum tricornutum CCAP 1055/1",NA,NA,"H","H","H",NA,"Bacillariophyceae","Bacillariophyta","Naviculales","Phaeodactylaceae","Phaeodactylum","NCBI"
"GCA_000151545.2","Stramenopiles",695850,"Saprolegnia parasitica CBS 223.65","M","H","H","H","H",NA,NA,"Oomycota","Saprolegniales","Saprolegniaceae","Saprolegnia","NCBI"
"GCA_000151665.1","Stramenopiles",12968,"Blastocystis hominis",NA,"H","H","H","M",NA,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis","NCBI"
"GCA_000186865.1","Stramenopiles",44056,"Aureococcus anophagefferens",NA,NA,"H","H","H","H","Pelagophyceae",NA,"Pelagomonadales","Pelagomonadaceae","Aureococcus","NCBI"
"GCA_000240725.1","Stramenopiles",1093141,"Nannochloropsis gaditana CCMP526",NA,NA,"H","H",NA,NA,"Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Nannochloropsis","NCBI"
"GCA_000281045.1","Stramenopiles",1156394,"Saprolegnia diclina VS20","M","H","H","H","H",NA,NA,"Oomycota","Saprolegniales","Saprolegniaceae","Saprolegnia","NCBI"
"GCA_000296195.2","Stramenopiles",159749,"Thalassiosira oceanica",NA,NA,"H","H","M","H","Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Thalassiosiraceae","Thalassiosira","NCBI"
"GCA_000310025.1","Stramenopiles",2880,"Ectocarpus siliculosus",NA,"H","H","H","H",NA,"Phaeophyceae",NA,"Ectocarpales","Ectocarpaceae","Ectocarpus","NCBI"
"GCA_000333075.3","Stramenopiles",1284355,"Phytophthora kernoviae 00238/432","M","H","M","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_000365505.1","Stramenopiles",1317065,"Phytophthora nicotianae P1569","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_000365525.1","Stramenopiles",1317066,"Phytophthora nicotianae P1976","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_000365545.1","Stramenopiles",1317063,"Phytophthora nicotianae CJ01A1","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_000367145.1","Stramenopiles",1317064,"Phytophthora nicotianae P10297","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_000509465.1","Stramenopiles",4792,"Phytophthora nicotianae","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_000520075.1","Stramenopiles",112090,"Aphanomyces astaci","M","H","H","H","H",NA,NA,"Oomycota","Saprolegniales","Saprolegniaceae","Aphanomyces","NCBI"
"GCA_000520115.1","Stramenopiles",157072,"Aphanomyces invadans","M","H","H","H","H",NA,NA,"Oomycota","Saprolegniales","Saprolegniaceae","Aphanomyces","NCBI"
"GCA_000569095.1","Stramenopiles",72520,"Nannochloropsis gaditana",NA,NA,"H","H","H","H","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Nannochloropsis","NCBI"
"GCA_000743755.1","Stramenopiles",944170,"Blastocystis sp. subtype 4",NA,"H","H","H","M",NA,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis","NCBI"
"GCA_000785725.3","Stramenopiles",325452,"Phytophthora kernoviae","M","H","M","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_001029375.2","Stramenopiles",114742,"Pythium insidiosum","M","H","H","H","H",NA,NA,"Oomycota","Pythiales","Pythiaceae","Pythium","NCBI"
"GCA_001078535.1","Stramenopiles",65357,"Albugo candida","M","H","H","H","H",NA,NA,"Oomycota","Albuginales","Albuginaceae","Albugo","NCBI"
"GCA_001651215.1","Stramenopiles",478820,"Blastocystis sp. ATCC 50177/Nand II",NA,"H","H","H","M",NA,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis","NCBI"
"GCA_001712635.2","Stramenopiles",2483409,"Nothophytophthora sp. Chile5",NA,"H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Nothophytophthora","NCBI"
"GCA_001750085.1","Stramenopiles",635003,"Fragilariopsis cylindrus CCMP1102",NA,NA,"H","H","H",NA,"Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Fragilariopsis","NCBI"
"GCA_002081575.1","Stramenopiles",74557,"Thraustotheca clavata","M","H","H","H","H",NA,NA,"Oomycota","Saprolegniales","Saprolegniaceae","Thraustotheca","NCBI"
"GCA_002081595.1","Stramenopiles",1202772,"Achlya hypogyna","M","H","H","H","H",NA,NA,"Oomycota","Saprolegniales","Saprolegniaceae","Achlya","NCBI"
"GCA_002215365.1","Stramenopiles",4795,"Phytophthora megakarya","M",NA,"H","H",NA,NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_002217885.1","Stramenopiles",1519565,"Fistulifera solaris",NA,NA,"H","H","H",NA,"Bacillariophyceae","Bacillariophyta","Naviculales","Naviculaceae","Fistulifera","NCBI"
"GCA_002897355.1","Stramenopiles",2315210,"Hondaea fermentalgiana",NA,"H","H","H","H",NA,"Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Hondaea","NCBI"
"GCA_002911725.1","Stramenopiles",4796,"Phytophthora palmivora","L","H","M","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_003287315.1","Stramenopiles",29920,"Phytophthora cactorum","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_003704535.1","Stramenopiles",542832,"Peronospora effusa","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora","NCBI"
"GCA_004359215.2","Stramenopiles",4779,"Bremia lactucae","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Bremia","NCBI"
"GCA_004565275.1","Stramenopiles",1027361,"Nannochloropsis salina CCMP1776",NA,"M","H","H","H",NA,"Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Microchloropsis","NCBI"
"GCA_005966545.1","Stramenopiles",41045,"Pythium oligandrum","M","H","H","H","H",NA,NA,"Oomycota","Pythiales","Pythiaceae","Pythium","NCBI"
"GCA_006386115.1","Stramenopiles",82926,"Globisporangium splendens","M","H","H","H","H",NA,NA,"Oomycota","Pythiales","Pythiaceae","Globisporangium","NCBI"
"GCA_008271595.1","Stramenopiles",1485010,"[Pythium] brassicae (nom. inval.)","M","H","H","H","H",NA,NA,"Oomycota","Pythiales","Pythiaceae","Globisporangium","NCBI"
"GCA_008330625.1","Stramenopiles",33653,"Cafeteria roenbergensis",NA,NA,"H","H","M",NA,"Bigyra",NA,"Bicosoecida","Cafeteriaceae","Cafeteria","NCBI"
"GCA_009729455.1","Stramenopiles",53985,"Phytophthora fragariae","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_009732905.1","Stramenopiles",129364,"Phytophthora rubi","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_009835175.1","Stramenopiles",100861,"Aphanomyces euteiches","M","H","H","H","H",NA,NA,"Oomycota","Saprolegniales","Saprolegniaceae","Aphanomyces","NCBI"
"GCA_009835185.1","Stramenopiles",120398,"Aphanomyces stellatus","M",NA,"H","H","H",NA,NA,"Oomycota","Saprolegniales","Saprolegniaceae","Aphanomyces","NCBI"
"GCA_012295175.1","Stramenopiles",4787,"Phytophthora infestans","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_012489335.1","Stramenopiles",1714386,"Triparma laevis f. inornata",NA,"H","H","H","L",NA,"Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma","NCBI"
"GCA_016618375.1","Stramenopiles",4784,"Phytophthora capsici","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_016865095.1","Stramenopiles",53986,"Phytophthora idaei","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_017506865.1","Stramenopiles",303371,"Tribonema minus",NA,"M","H","H","H",NA,"Xanthophyceae",NA,"Tribonematales","Tribonemataceae","Tribonema","NCBI"
"GCA_018691715.1","Stramenopiles",4785,"Phytophthora cinnamomi","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_018873745.1","Stramenopiles",2496075,"Phytophthora aleatoria","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_019154785.2","Stramenopiles",303405,"Nitzschia inconspicua",NA,NA,"H","H","H","H","Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Nitzschia","NCBI"
"GCA_019155685.1","Stramenopiles",109152,"Phytophthora boehmeriae","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_019828595.1","Stramenopiles",112091,"Aphanomyces cochlioides","M","H",NA,"H","L",NA,NA,"Oomycota","Saprolegniales","Saprolegniaceae","Aphanomyces","NCBI"
"GCA_020800215.1","Stramenopiles",164328,"Phytophthora ramorum","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_021927905.1","Stramenopiles",426638,"Chaetoceros tenuissimus",NA,NA,"H","H","H","H","Coscinodiscophyceae","Bacillariophyta","Chaetocerotales","Chaetocerotaceae","Chaetoceros","NCBI"
"GCA_022925895.1","Stramenopiles",210448,"Fragilaria crotonensis",NA,NA,"H","H","H","H","Fragilariophyceae","Bacillariophyta","Fragilariales","Fragilariaceae","Fragilaria","NCBI"
"GCA_026184515.1","Stramenopiles",230839,"Peronosclerospora sorghi",NA,"H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Peronosclerospora","NCBI"
"GCA_026770575.1","Stramenopiles",483370,"Pelagophyceae sp. CCMP2097",NA,NA,"H","H","H",NA,"Pelagophyceae",NA,NA,NA,NA,"NCBI"
"GCA_026770595.1","Stramenopiles",483371,"Ochromonadaceae sp. CCMP2298",NA,NA,"H","H","H",NA,"Synurophyceae",NA,"Ochromonadales","Ochromonadaceae",NA,"NCBI"
"GCA_027923505.1","Stramenopiles",2872254,"Mayamaea pseudoterrestris",NA,NA,"H","H","H",NA,"Bacillariophyceae","Bacillariophyta","Naviculales","Naviculaceae","Mayamaea","NCBI"
"GCA_027925865.1","Stramenopiles",4803,"Lagenidium giganteum","M","H","H","H","H",NA,NA,"Oomycota","Lagenidiales","Lagenidiaceae","Lagenidium","NCBI"
"GCA_029834535.1","Stramenopiles",2483200,"Chrysophaeum taylorii",NA,NA,"H","H","H",NA,"Pelagophyceae",NA,"Pelagomonadales","Pelagomonadaceae","Chrysophaeum","NCBI"
"GCA_030267505.1","Stramenopiles",2962635,"Tetraparma gracilis",NA,"H","H","H","M",NA,"Bolidophyceae",NA,"Parmales","Triparmaceae","Tetraparma","NCBI"
"GCA_030267625.1","Stramenopiles",2557542,"Triparma retinervis",NA,"H","H","H","H",NA,"Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma","NCBI"
"GCA_030267725.1","Stramenopiles",2077276,"Phytophthora lilii",NA,"H","H","H","M",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_030267785.1","Stramenopiles",1490495,"Phytophthora fragariaefolia",NA,"H","H","H","M",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_030267805.1","Stramenopiles",1714387,"Triparma laevis f. longispina",NA,"H","H","H","H",NA,"Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma","NCBI"
"GCA_030267905.1","Stramenopiles",1606542,"Triparma verrucosa",NA,"H","H","H","H",NA,"Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma","NCBI"
"GCA_030267945.1","Stramenopiles",1606541,"Triparma strigata",NA,"H","H","H","H",NA,"Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma","NCBI"
"GCA_030267965.1","Stramenopiles",722753,"Triparma columacea",NA,"H","H","H","H",NA,"Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma","NCBI"
"GCA_030267985.1","Stramenopiles",2962637,"Parmales sp. scaly parma",NA,"H","H","H","H",NA,"Bolidophyceae",NA,"Parmales",NA,NA,"NCBI"
"GCA_030871285.1","Stramenopiles",267567,"Skeletonema marinoi",NA,NA,"H","H","H","H","Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Skeletonemataceae","Skeletonema","NCBI"
"GCA_031305395.1","Stramenopiles",4793,"Phytophthora citrophthora","M","H","H","H",NA,NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","NCBI"
"GCA_039096195.1","Stramenopiles",3128534,"Blastocystis sp. BT1",NA,"H","H","H","M",NA,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis","NCBI"
"GCA_039096215.1","Stramenopiles",3128537,"Blastocystis sp. NMH",NA,"H","H","H","M",NA,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis","NCBI"
"GCA_039096225.1","Stramenopiles",3128533,"Blastocystis sp. Blastoise",NA,"H","H","H","H",NA,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis","NCBI"
"GCA_039096365.1","Stramenopiles",3128536,"Blastocystis sp. JDR",NA,"H","H","H","M",NA,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis","NCBI"
"GCA_039096925.1","Stramenopiles",3128535,"Blastocystis sp. DL",NA,"H","H","H","M",NA,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis","NCBI"
"GCA_900000015.1","Stramenopiles",4781,"Plasmopara halstedii","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Plasmopara","NCBI"
"GCA_900660405.1","Stramenopiles",183589,"Pseudo-nitzschia multistriata",NA,NA,"H","H",NA,"H","Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Pseudo-nitzschia","NCBI"
"GCA_902602495.3","Stramenopiles",867726,"Ectocarpus sp. CCAP 1310/34",NA,"H","H","H","L",NA,"Phaeophyceae",NA,"Ectocarpales","Ectocarpaceae","Ectocarpus","NCBI"
"GCA_903772945.1","Stramenopiles",568900,"Seminavis robusta",NA,NA,"H","H","H","H","Bacillariophyceae","Bacillariophyta","Naviculales","Naviculaceae","Seminavis","NCBI"
"GCA_918797485.1","Stramenopiles",35677,"Pelagomonas calceolata",NA,NA,"H","H","H",NA,"Pelagophyceae",NA,"Pelagomonadales","Pelagomonadaceae","Pelagomonas","NCBI"
"GCA_920618645.1","Stramenopiles",622444,"Peronospora belbahrii","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora","NCBI"
"GCA_920940705.1","Stramenopiles",134698,"Peronospora farinosa","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora","NCBI"
"GCA_921007115.2","Stramenopiles",2874970,"Peronospora matthiolae","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora","NCBI"
"GCA_933822405.4","Stramenopiles",2856,"Cylindrotheca closterium",NA,NA,"H","H","H",NA,"Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Cylindrotheca","NCBI"
"GCA_947650285.1","Stramenopiles",162125,"Hyaloperonospora brassicae","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Hyaloperonospora","NCBI"
"GCA_947650345.1","Stramenopiles",86335,"Peronospora destructor","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora","NCBI"
"GCA_964200265.1","Stramenopiles",1535356,"Ectocarpus sp. 12 AP-2014",NA,NA,NA,NA,NA,"H","Phaeophyceae",NA,"Ectocarpales","Ectocarpaceae","Ectocarpus","NCBI"
"GCA_964200375.1","Stramenopiles",1535362,"Ectocarpus sp. 6 AP-2014",NA,NA,NA,NA,NA,"H","Phaeophyceae",NA,"Ectocarpales","Ectocarpaceae","Ectocarpus","NCBI"
"NanspC018","Stramenopiles",52230,"Nannochloropsis oceanica C018 v1.0",NA,"M","H","H","H",NA,"Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Nannochloropsis","JGI"
"Mosaich1","Stramenopiles",33852,"Bacillariophyceae sp. bin 90 v1.0",NA,NA,"H","H","H",NA,"Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae",NA,"JGI"
"Conwei1","Stramenopiles",1577725,"Conticribra weissflogii CCMP 1336",NA,NA,"H","H","H","H","Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Thalassiosiraceae","Conticribra","JGI"
"Ent11IV18","Stramenopiles",186042,"Entomoneis sp. UTEX 11IV18-2A FL v1.0",NA,NA,"H","H","H","H","Bacillariophyceae","Bacillariophyta",NA,"Entomoneidaceae","Entomoneis","JGI"
"Sarfu1","Stramenopiles",590727,"Sargassum fusiforme",NA,"H","H","H","M",NA,"Phaeophyceae",NA,"Fucales","Sargassaceae","Sargassum","JGI"
"Nanoce84910","Stramenopiles",145522,"Nannochloropsis oceanica CCAP849/10",NA,"M","H","H","H",NA,"Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Nannochloropsis","JGI"
"Undpi1","Stramenopiles",74381,"Undaria pinnatifida M23",NA,"H","H","H","M",NA,"Phaeophyceae",NA,"Laminariales","Alariaceae","Undaria","JGI"
"Cyccr2","Stramenopiles",29204,"Cyclotella cryptica CCMP332 v2.0",NA,NA,"H","H","H",NA,"Coscinodiscophyceae","Bacillariophyta","Stephanodiscales","Stephanodiscaceae","Cyclotella","JGI"
"Nitput1","Stramenopiles",2742595,"Nitzschia putrida NIES-4239",NA,NA,"H","H","M",NA,"Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Nitzschia","JGI"
"Alaesc1","Stramenopiles",2889,"Alaria esculenta A1",NA,"H","H","H","H",NA,"Phaeophyceae",NA,"Laminariales","Alariaceae","Alaria","JGI"
"MonC73","Stramenopiles",1745946,"Monodopsis strain C73","L","H","H","H","H","H","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Monodopsis","JGI"
"VisC74","Stramenopiles",44431,"Vischeria strain C74","L","H","H","H","H",NA,"Eustigmatophyceae",NA,"Eustigmatales","Chlorobotryaceae","Vischeria","JGI"
