"","X.1","X","Accn","Super.Group","Organism_Taxonomic_ID","Organism_Name","SIN1","RICTOR","RAPTOR","TOR","LST8","D1","C.score","Frag.score","Class.name","Phylum.name","Order.name","Family.name","Genus.name"
"525",525,525,"GCA_009797565.1","Streptophyta",39947,"Oryza sativa Japonica Group",NA,NA,"H","H","H","H",99.4,0.3,"Magnoliopsida","Streptophyta","Poales","Poaceae","Oryza"
"526",526,526,"GCA_009905375.1","Streptophyta",4045,"Apium graveolens",NA,NA,NA,NA,NA,NA,4.8,1,"Magnoliopsida","Streptophyta","Apiales","Apiaceae","Apium"
"527",527,527,"GCA_009936355.2","Streptophyta",1480154,"Marchantia polymorpha subsp. ruderalis",NA,NA,"H","H","H","H",87.4,1.2,"Marchantiopsida","Streptophyta","Marchantiales","Marchantiaceae","Marchantia"
"528",528,528,"GCA_010261695.1","Streptophyta",3870,"Lupinus albus",NA,NA,"H","H","H","H",94.2,0.9,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Lupinus"
"529",529,529,"GCA_010458925.1","Streptophyta",3981,"Hevea brasiliensis",NA,NA,"H","H","H","H",68.8,15,"Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Hevea"
"530",530,530,"GCA_011114355.1","Streptophyta",544730,"Carex littledalei",NA,NA,"H","H",NA,NA,84.9,2.4,"Magnoliopsida","Streptophyta","Poales","Cyperaceae","Carex"
"531",531,531,"GCA_011745845.1","Streptophyta",4072,"Capsicum annuum",NA,NA,"H","H","H","H",87.5,7.2,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Capsicum"
"532",532,532,"GCA_011745865.1","Streptophyta",4072,"Capsicum annuum",NA,NA,"H","H","H","H",82.6,8.9,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Capsicum"
"533",533,533,"GCA_011799765.1","Streptophyta",419125,"Nymphaea thermarum",NA,NA,"H","H","H","H",79.9,10.3,"Magnoliopsida","Streptophyta","Nymphaeales","Nymphaeaceae","Nymphaea"
"534",534,534,"GCA_012273815.2","Streptophyta",3847,"Glycine max",NA,NA,"H","H","H","H",98.2,0.6,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine"
"535",535,535,"GCA_012274485.2","Streptophyta",3728,"Sinapis alba",NA,NA,"H","H","H","H",98.3,1.2,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Sinapis"
"536",536,536,"GCA_012923435.1","Streptophyta",3483,"Cannabis sativa",NA,NA,"H","H","H","H",91.9,3.1,"Magnoliopsida","Streptophyta","Rosales","Cannabaceae","Cannabis"
"537",537,537,"GCA_013030025.1","Streptophyta",3483,"Cannabis sativa",NA,NA,"H","H","H","H",93,2.2,"Magnoliopsida","Streptophyta","Rosales","Cannabaceae","Cannabis"
"538",538,538,"GCA_013358455.1","Streptophyta",46969,"Thalictrum thalictroides",NA,NA,"H","H","H",NA,86.2,9,"Magnoliopsida","Streptophyta","Ranunculales","Ranunculaceae","Thalictrum"
"539",539,539,"GCA_013401445.1","Streptophyta",458696,"Tripterygium wilfordii",NA,NA,"H","H","H",NA,92.3,4.2,"Magnoliopsida","Streptophyta","Celastrales","Celastraceae","Tripterygium"
"540",540,540,"GCA_013467465.1","Streptophyta",34281,"Gossypium trilobum",NA,NA,"H","H","H","H",57,8.2,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"541",541,541,"GCA_013467475.1","Streptophyta",29730,"Gossypium raimondii",NA,NA,"H","H","H","M",49.6,15.9,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"542",542,542,"GCA_013467485.1","Streptophyta",34289,"Gossypium lobatum",NA,NA,"H","H","M","M",43.3,15.9,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"543",543,543,"GCA_013467495.1","Streptophyta",34282,"Gossypium gossypioides",NA,NA,"H","H",NA,"L",41.6,7.1,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"544",544,544,"GCA_013487665.1","Streptophyta",34290,"Gossypium aridum",NA,NA,"H","H","M","M",40.5,17.2,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"545",545,545,"GCA_013511315.1","Streptophyta",34288,"Gossypium laxum",NA,NA,"H","H",NA,"L",51.6,11.6,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"546",546,546,"GCA_013676235.1","Streptophyta",4442,"Camellia sinensis",NA,NA,"H","H","H","L",81.2,7.6,"Magnoliopsida","Streptophyta","Ericales","Theaceae","Camellia"
"547",547,547,"GCA_013677235.1","Streptophyta",34286,"Gossypium klotzschianum",NA,NA,"H","H",NA,"M",56.4,9.9,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"548",548,548,"GCA_013677245.1","Streptophyta",34287,"Gossypium davidsonii",NA,NA,"H","H","H","M",56.9,8.9,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"549",549,549,"GCA_013677255.1","Streptophyta",34285,"Gossypium harknessii",NA,NA,"H","H","M","M",41.8,17,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"550",550,550,"GCA_013677265.1","Streptophyta",34283,"Gossypium armourianum",NA,NA,"H","H","M","M",43.8,16,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"551",551,551,"GCA_013677275.1","Streptophyta",34291,"Gossypium schwendimanii",NA,NA,"H","H","H","H",59.8,7.2,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"552",552,552,"GCA_014058105.1","Streptophyta",39325,"Kingdonia uniflora",NA,NA,"H","H","H","H",75.9,15.1,"Magnoliopsida","Streptophyta","Ranunculales","Circaeasteraceae","Kingdonia"
"553",553,553,"GCA_014180765.2","Streptophyta",56867,"Marchantia paleacea",NA,NA,"H","H","H","H",79.9,2.9,"Marchantiopsida","Streptophyta","Marchantiales","Marchantiaceae","Marchantia"
"554",554,554,"GCA_014282035.1","Streptophyta",3847,"Glycine max",NA,NA,"H","H","H","H",88.9,2,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine"
"555",555,555,"GCA_014282085.1","Streptophyta",3847,"Glycine max",NA,NA,"H","H","H","H",66.7,2.7,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine"
"556",556,556,"GCA_014282095.1","Streptophyta",3847,"Glycine max",NA,NA,"H","H","H","H",95.8,2.2,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine"
"557",557,557,"GCA_014282145.1","Streptophyta",3847,"Glycine max",NA,NA,"H","H","H","H",96.6,1.2,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine"
"558",558,558,"GCA_014282245.1","Streptophyta",118357,"Rhododendron simsii",NA,NA,"H","H","M","H",90,3.4,"Magnoliopsida","Streptophyta","Ericales","Ericaceae","Rhododendron"
"559",559,559,"GCA_014282345.1","Streptophyta",3848,"Glycine soja",NA,NA,"H","H","H","H",97.9,0.6,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine"
"560",560,560,"GCA_014319735.1","Streptophyta",4432,"Nelumbo nucifera",NA,NA,NA,NA,NA,"H",0.1,0.2,"Magnoliopsida","Streptophyta","Proteales","Nelumbonaceae","Nelumbo"
"561",561,561,"GCA_014362265.1","Streptophyta",165716,"Actinidia rufa",NA,NA,"H","H","H","M",66.7,16.7,"Magnoliopsida","Streptophyta","Ericales","Actinidiaceae","Actinidia"
"562",562,562,"GCA_014529385.2","Streptophyta",13818,"Adiantum capillus-veneris",NA,NA,"H","H","H","H",84,4,"Polypodiopsida","Streptophyta","Polypodiales","Pteridaceae","Adiantum"
"563",563,563,"GCA_014851425.1","Streptophyta",362788,"Senna tora",NA,NA,"H","H","H",NA,89.8,4,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Senna"
"564",564,564,"GCA_014858505.1","Streptophyta",360336,"Corymbia citriodora subsp. variegata",NA,NA,"H","H","H","M",95.5,3.6,"Magnoliopsida","Streptophyta","Myrtales","Myrtaceae","Corymbia"
"565",565,565,"GCA_014871385.1","Streptophyta",3225,"Ceratodon purpureus",NA,NA,"H","H","H","M",86.7,2.3,"Bryopsida","Streptophyta","Pseudoditrichales","Ditrichaceae","Ceratodon"
"566",566,566,"GCA_014871845.1","Streptophyta",3225,"Ceratodon purpureus",NA,NA,"H","H","H","M",87.4,2,"Bryopsida","Streptophyta","Pseudoditrichales","Ditrichaceae","Ceratodon"
"567",567,567,"GCA_014905375.1","Streptophyta",374723,"Phtheirospermum japonicum",NA,NA,"H","H","H","H",84.3,9.7,"Magnoliopsida","Streptophyta","Lamiales","Orobanchaceae","Phtheirospermum"
"568",568,568,"GCA_015143295.1","Streptophyta",13715,"Tetracentron sinense",NA,NA,"H","H","H","H",83.2,7.9,"Magnoliopsida","Streptophyta","Trochodendrales","Trochodendraceae","Tetracentron"
"569",569,569,"GCA_015342445.1","Streptophyta",1010633,"Digitaria exilis",NA,NA,"H","H","H","H",95,1.3,"Magnoliopsida","Streptophyta","Poales","Poaceae","Digitaria"
"570",570,570,"GCA_015680905.1","Streptophyta",261450,"Coptis chinensis",NA,NA,"H","H","M","H",78.9,9.8,"Magnoliopsida","Streptophyta","Ranunculales","Ranunculaceae","Coptis"
"571",571,571,"GCA_015731905.1","Streptophyta",1413687,"Salix dunnii",NA,NA,"H","H","H","H",91.5,2,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"572",572,572,"GCA_015852605.2","Streptophyta",3696,"Populus deltoides",NA,NA,"H","H","H","H",94.8,2.2,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus"
"573",573,573,"GCA_015952705.1","Streptophyta",4558,"Sorghum bicolor",NA,NA,"H","H","H",NA,96.2,1.9,"Magnoliopsida","Streptophyta","Poales","Poaceae","Sorghum"
"574",574,574,"GCA_016081115.2","Streptophyta",99300,"Rehmannia glutinosa",NA,NA,"H","H","H",NA,97,0.6,"Magnoliopsida","Streptophyta","Lamiales","Orobanchaceae","Rehmannia"
"575",575,575,"GCA_016413885.1","Streptophyta",51239,"Vanilla planifolia",NA,NA,"H","H","H","H",74.9,11.7,"Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Vanilla"
"576",576,576,"GCA_016413895.1","Streptophyta",51239,"Vanilla planifolia",NA,NA,"H","H","H","H",75.3,11.5,"Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Vanilla"
"577",577,577,"GCA_016771965.1","Streptophyta",52824,"Brassica carinata",NA,NA,"H","H","H","H",91.4,1.7,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"578",578,578,"GCA_016808095.1","Streptophyta",3914,"Vigna angularis",NA,NA,"H","H","H","M",92.3,3.6,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vigna"
"579",579,579,"GCA_016808215.1","Streptophyta",32201,"Carya illinoinensis",NA,NA,"H","H","H","H",98.6,0.9,"Magnoliopsida","Streptophyta","Fagales","Juglandaceae","Carya"
"580",580,580,"GCA_016808335.1","Streptophyta",38727,"Panicum virgatum",NA,NA,"H","H","H","M",99.8,0.2,"Magnoliopsida","Streptophyta","Poales","Poaceae","Panicum"
"581",581,581,"GCA_017552425.1","Streptophyta",1278906,"Salix suchowensis",NA,NA,"H","H","H","H",95.8,2.7,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"582",582,582,"GCA_017639395.1","Streptophyta",1813537,"Brassica rapa subsp. trilocularis",NA,NA,"H","H","H","H",91,1.2,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"583",583,583,"GCA_018107945.1","Streptophyta",4076,"Datura stramonium",NA,NA,"H","H","H","H",85.2,10.1,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Datura"
"584",584,584,"GCA_018127125.1","Streptophyta",479676,"Rhododendron griersonianum",NA,NA,"H","H","H","H",91,4,"Magnoliopsida","Streptophyta","Ericales","Ericaceae","Rhododendron"
"585",585,585,"GCA_018258275.1","Streptophyta",4109,"Solanum commersonii",NA,NA,"H","H","H","H",86,9.8,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum"
"586",586,586,"GCA_018446385.1","Streptophyta",94328,"Zingiber officinale",NA,NA,"H","H","H","H",91.1,4.5,"Magnoliopsida","Streptophyta","Zingiberales","Zingiberaceae","Zingiber"
"587",587,587,"GCA_018687715.1","Streptophyta",32201,"Carya illinoinensis",NA,NA,"H","H","H","H",96.3,2.6,"Magnoliopsida","Streptophyta","Fagales","Juglandaceae","Carya"
"588",588,588,"GCA_018688675.1","Streptophyta",32201,"Carya illinoinensis",NA,NA,"H","H","H","H",98.1,1.2,"Magnoliopsida","Streptophyta","Fagales","Juglandaceae","Carya"
"589",589,589,"GCA_018689175.1","Streptophyta",32201,"Carya illinoinensis",NA,NA,"H","H","H","H",94.5,1.7,"Magnoliopsida","Streptophyta","Fagales","Juglandaceae","Carya"
"590",590,590,"GCA_018691285.1","Streptophyta",37648,"Cucurbita argyrosperma subsp. sororia",NA,NA,"H","H","H",NA,97.3,1,"Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Cucurbita"
"591",591,591,"GCA_018804465.1","Streptophyta",118781,"Populus tomentosa",NA,NA,"H","H","H","H",95.8,1.7,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus"
"592",592,592,"GCA_019202795.1","Streptophyta",1240361,"Arabidopsis thaliana x Arabidopsis arenosa",NA,NA,"H","H","H","H",99.8,0.2,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"593",593,593,"GCA_019202805.1","Streptophyta",45249,"Arabidopsis suecica",NA,NA,"H","H","H","H",99.5,0.1,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"594",594,594,"GCA_019279435.1","Streptophyta",103762,"Zizania palustris",NA,NA,"H","H","H","H",84.9,10,"Magnoliopsida","Streptophyta","Poales","Poaceae","Zizania"
"595",595,595,"GCA_019321725.1","Streptophyta",586722,"Paulownia fortunei",NA,NA,"H","H","H","M",97.5,1.7,"Magnoliopsida","Streptophyta","Lamiales","Paulowniaceae","Paulownia"
"596",596,596,"GCA_019426215.1","Streptophyta",168488,"Buddleja alternifolia",NA,NA,"H","H","H","H",93.3,3.1,"Magnoliopsida","Streptophyta","Lamiales","Scrophulariaceae","Buddleja"
"597",597,597,"GCA_019455425.1","Streptophyta",47600,"Gossypium anomalum",NA,NA,"H","H","H","M",83,1.7,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"598",598,598,"GCA_019511825.2","Streptophyta",151328,"Perilla frutescens var. frutescens",NA,NA,"H","H","H","H",85.9,2.2,"Magnoliopsida","Streptophyta","Lamiales","Lamiaceae","Perilla"
"599",599,599,"GCA_019512045.2","Streptophyta",608512,"Perilla frutescens var. hirtella",NA,NA,"H","H","H",NA,82.7,1.7,"Magnoliopsida","Streptophyta","Lamiales","Lamiaceae","Perilla"
"600",600,600,"GCA_019722365.1","Streptophyta",34254,"Lithospermum erythrorhizon",NA,NA,"H","H","H","M",78.6,10.2,"Magnoliopsida","Streptophyta","Boraginales","Boraginaceae","Lithospermum"
"601",601,601,"GCA_019776745.2","Streptophyta",29808,"Taxus chinensis",NA,NA,"H","H","H","H",50.4,22.3,"Pinopsida","Streptophyta","Cupressales","Taxaceae","Taxus"
"602",602,602,"GCA_019845555.1","Streptophyta",158543,"Aristolochia fimbriata",NA,NA,"H","H","H","H",96.4,1.4,"Magnoliopsida","Streptophyta","Piperales","Aristolochiaceae","Aristolochia"
"603",603,603,"GCA_019925795.1","Streptophyta",161865,"Dendrobium chrysotoxum",NA,NA,"H","H","H","H",77.3,5.5,"Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Dendrobium"
"604",604,604,"GCA_020169535.1","Streptophyta",4113,"Solanum tuberosum",NA,NA,"H","H","H","H",91.2,3.1,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum"
"605",605,605,"GCA_020169555.1","Streptophyta",4113,"Solanum tuberosum",NA,NA,"H","H","H","H",89,2.7,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum"
"606",606,606,"GCA_020169575.1","Streptophyta",4113,"Solanum tuberosum",NA,NA,"H","H","H","H",90.3,3,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum"
"607",607,607,"GCA_020169585.1","Streptophyta",4113,"Solanum tuberosum",NA,NA,"H","H","H","H",92.1,2.5,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum"
"608",608,608,"GCA_020310875.1","Streptophyta",49495,"Ceratopteris richardii",NA,NA,"H","H",NA,"H",84,4.8,"Polypodiopsida","Streptophyta","Polypodiales","Pteridaceae","Ceratopteris"
"609",609,609,"GCA_020379485.1","Streptophyta",3708,"Brassica napus",NA,NA,"H","H","H","H",96.1,0.5,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"610",610,610,"GCA_020424065.1","Streptophyta",36596,"Prunus armeniaca",NA,NA,"H","H","H","H",89.2,3.7,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"611",611,611,"GCA_020496765.1","Streptophyta",47602,"Gossypium stocksii",NA,NA,"H","H","H","H",97.7,1.4,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"612",612,612,"GCA_020497155.1","Streptophyta",3847,"Glycine max",NA,NA,"H","H","H","H",96.5,0.9,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine"
"613",613,613,"GCA_020521535.1","Streptophyta",152421,"Rubroshorea leprosula",NA,NA,"H","H","H","H",88.5,7.4,"Magnoliopsida","Streptophyta","Malvales","Dipterocarpaceae","Rubroshorea"
"614",614,614,"GCA_020796205.1","Streptophyta",714518,"Ziziphus jujuba var. spinosa",NA,NA,"H","H","H",NA,66.4,2.2,"Magnoliopsida","Streptophyta","Rosales","Rhamnaceae","Ziziphus"
"615",615,615,"GCA_020796215.1","Streptophyta",99658,"Xanthoceras sorbifolium",NA,NA,"H","H","H","H",89,3.4,"Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Xanthoceras"
"616",616,616,"GCA_020875875.1","Streptophyta",55571,"Dioscorea alata",NA,NA,"H","H","H",NA,96.8,1.8,"Magnoliopsida","Streptophyta","Dioscoreales","Dioscoreaceae","Dioscorea"
"617",617,617,"GCA_020921065.1","Streptophyta",229202,"Vaccinium darrowii",NA,NA,"H","H","H","M",92.4,1.7,"Magnoliopsida","Streptophyta","Ericales","Ericaceae","Vaccinium"
"618",618,618,"GCA_021292205.2","Streptophyta",3755,"Prunus dulcis",NA,NA,"H","H","H","H",90.2,1.8,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"619",619,619,"GCA_021442195.1","Streptophyta",53036,"Sphagnum fallax",NA,NA,"H","H","H","H",89.5,1.9,"Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum"
"620",620,620,"GCA_021604985.1","Streptophyta",191504,"Eleusine coracana subsp. coracana",NA,NA,"H","H","H","H",69.8,16.5,"Magnoliopsida","Streptophyta","Poales","Poaceae","Eleusine"
"621",621,621,"GCA_021904315.1","Streptophyta",128215,"Sphagnum magellanicum",NA,NA,"H","H","H","H",89,2.2,"Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum"
"622",622,622,"GCA_022085475.1","Streptophyta",39905,"Heliosperma pusillum",NA,NA,"H","H","H","L",81.7,6.1,"Magnoliopsida","Streptophyta","Caryophyllales","Caryophyllaceae","Heliosperma"
"623",623,623,"GCA_022201045.1","Streptophyta",2711,"Citrus sinensis",NA,NA,"H","H","H","H",99.2,0.2,"Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus"
"624",624,624,"GCA_022201065.1","Streptophyta",2711,"Citrus sinensis",NA,NA,"H","H","H","H",99.3,0.2,"Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus"
"625",625,625,"GCA_022343405.2","Streptophyta",2759587,"Adiantum nelumboides",NA,NA,"H","H","H","H",71.9,10.7,"Polypodiopsida","Streptophyta","Polypodiales","Pteridaceae","Adiantum"
"626",626,626,"GCA_022379115.2","Streptophyta",167791,"Bauhinia variegata",NA,NA,"H","H","H","H",98.5,0.5,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Bauhinia"
"627",627,627,"GCA_022539455.1","Streptophyta",94219,"Dendrobium nobile",NA,NA,"H","H","H","H",93.4,2.9,"Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Dendrobium"
"628",628,628,"GCA_023344035.1","Streptophyta",120290,"Psidium guajava",NA,NA,"H","H","L",NA,61.6,3,"Magnoliopsida","Streptophyta","Myrtales","Myrtaceae","Psidium"
"629",629,629,"GCA_023376185.1","Streptophyta",114280,"Cichorium endivia",NA,NA,"H","H","H","H",81,1.1,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Cichorium"
"630",630,630,"GCA_023525715.1","Streptophyta",13427,"Cichorium intybus",NA,NA,"H","H","H","H",82.3,1.3,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Cichorium"
"631",631,631,"GCA_023525745.1","Streptophyta",4217,"Arctium lappa",NA,NA,"H","H","M","H",86.9,1.4,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Arctium"
"632",632,632,"GCA_023525975.1","Streptophyta",185202,"Smallanthus sonchifolius",NA,NA,"H","H","H","H",97.9,1,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Smallanthus"
"633",633,633,"GCA_023529015.1","Streptophyta",74823,"Papaver nudicaule",NA,NA,"H","H","H","H",68.7,8.4,"Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Papaver"
"634",634,634,"GCA_023529315.1","Streptophyta",215227,"Papaver bracteatum",NA,NA,"H","H","H","H",95.6,2.1,"Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Papaver"
"635",635,635,"GCA_023531105.1","Streptophyta",357466,"Papaver atlanticum",NA,NA,"H","H","H",NA,95.9,2.1,"Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Papaver"
"636",636,636,"GCA_023531295.1","Streptophyta",357465,"Papaver armeniacum",NA,NA,"H","H","H","H",95.2,2.5,"Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Papaver"
"637",637,637,"GCA_023531435.1","Streptophyta",74822,"Papaver californicum",NA,NA,"H","H","H",NA,94.3,2,"Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Papaver"
"638",638,638,"GCA_023547065.1","Streptophyta",320322,"Musa troglodytarum",NA,NA,"H","H","H","H",91.6,4.8,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa"
"639",639,639,"GCA_023653495.1","Streptophyta",119954,"Melastoma candidum",NA,NA,"H","H","H",NA,95.8,1.1,"Magnoliopsida","Streptophyta","Myrtales","Melastomataceae","Melastoma"
"640",640,640,"GCA_024137805.1","Streptophyta",4513,"Hordeum vulgare",NA,NA,"H","H","H","H",95.6,1.2,"Magnoliopsida","Streptophyta","Poales","Poaceae","Hordeum"
"641",641,641,"GCA_024323335.2","Streptophyta",3888,"Pisum sativum",NA,NA,"H","H","H","H",98.6,0.6,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Pisum"
"642",642,642,"GCA_024362645.1","Streptophyta",3694,"Populus trichocarpa",NA,NA,"H","H","H","H",98.4,0.7,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus"
"643",643,643,"GCA_024505715.1","Streptophyta",4058,"Catharanthus roseus",NA,NA,"H","H","H","H",92.3,4,"Magnoliopsida","Streptophyta","Gentianales","Apocynaceae","Catharanthus"
"644",644,644,"GCA_024733475.1","Streptophyta",1042139,"Syzygium grande",NA,NA,"H","H","H",NA,91.1,4.5,"Magnoliopsida","Streptophyta","Myrtales","Myrtaceae","Syzygium"
"645",645,645,"GCA_024762085.1","Streptophyta",4212,"Ambrosia artemisiifolia",NA,NA,"H","H","H","H",70,7.4,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Ambrosia"
"646",646,646,"GCA_025200525.1","Streptophyta",1840588,"Camellia lanceoleosa",NA,NA,"H","H","H","H",93.9,3.3,"Magnoliopsida","Streptophyta","Ericales","Theaceae","Camellia"
"647",647,647,"GCA_025413875.1","Streptophyta",49168,"Rhododendron molle",NA,NA,"H","H","H","H",91.3,4.3,"Magnoliopsida","Streptophyta","Ericales","Ericaceae","Rhododendron"
"648",648,648,"GCA_025563575.1","Streptophyta",880440,"Acacia pycnantha",NA,NA,"H","H","H","H",97,1.6,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Acacia"
"649",649,649,"GCA_025594385.1","Streptophyta",4023,"Acer negundo",NA,NA,"H","H","H","H",93.6,2.2,"Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Acer"
"650",650,650,"GCA_026074375.1","Streptophyta",301880,"Tanacetum coccineum",NA,NA,"H","H","H","H",92.7,5.1,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Tanacetum"
"651",651,651,"GCA_026225825.1","Streptophyta",434235,"Pistacia integerrima",NA,NA,"H","H","M","H",77.1,16.1,"Magnoliopsida","Streptophyta","Sapindales","Anacardiaceae","Pistacia"
"652",652,652,"GCA_026229545.1","Streptophyta",434234,"Pistacia atlantica",NA,NA,NA,"H","H","H",72.7,17.8,"Magnoliopsida","Streptophyta","Sapindales","Anacardiaceae","Pistacia"
"653",653,653,"GCA_026261945.1","Streptophyta",71354,"Hirschfeldia incana",NA,NA,"H","H","H",NA,96,0.4,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Hirschfeldia"
"654",654,654,"GCA_026538245.1","Streptophyta",4232,"Helianthus annuus",NA,NA,"H","H","H","H",97.5,1.5,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Helianthus"
"655",655,655,"GCA_026538285.1","Streptophyta",4232,"Helianthus annuus",NA,NA,"H","H","H","H",90.3,6.3,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Helianthus"
"656",656,656,"GCA_026573395.1","Streptophyta",158149,"Paspalum vaginatum",NA,NA,"H","H","H","H",98.7,0.3,"Magnoliopsida","Streptophyta","Poales","Poaceae","Paspalum"
"657",657,657,"GCA_026586065.1","Streptophyta",325984,"Dioscorea zingiberensis",NA,NA,"H","H","H","H",96.2,1.4,"Magnoliopsida","Streptophyta","Dioscoreales","Dioscoreaceae","Dioscorea"
"658",658,658,"GCA_026651665.1","Streptophyta",4232,"Helianthus annuus",NA,NA,"H","H","H","H",88.1,8.1,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Helianthus"
"659",659,659,"GCA_026651675.1","Streptophyta",4232,"Helianthus annuus",NA,NA,"H","H","H","H",90.6,6.2,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Helianthus"
"660",660,660,"GCA_026651695.1","Streptophyta",4232,"Helianthus annuus",NA,NA,"H","H","H","H",97,1.3,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Helianthus"
"661",661,661,"GCA_026651735.1","Streptophyta",4232,"Helianthus annuus",NA,NA,"H","H","H","H",94.2,1.5,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Helianthus"
"662",662,662,"GCA_026651805.1","Streptophyta",4232,"Helianthus annuus",NA,NA,"H","H","H","H",96.8,1.4,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Helianthus"
"663",663,663,"GCA_026652165.1","Streptophyta",4232,"Helianthus annuus",NA,NA,"H","H","H","H",96.3,2.1,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Helianthus"
"664",664,664,"GCA_026901365.1","Streptophyta",485725,"Sesbania bispinosa",NA,NA,"H","H","H",NA,71.2,7.1,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Sesbania"
